Risk_Zone,Crop,Variety,Year,Acres,Yield
2,Canola/Rapeseed,L233P,2021,100857,27.1
2,Canola/Rapeseed,L233P,2022,53774,39.8
2,Canola/Rapeseed,L233P,2023,59889,24.9
2,Canola/Rapeseed,L233P,2024,23048,28.0
2,Canola/Rapeseed,L233P,2025,14945,46.9
2,Canola/Rapeseed,L330PC,2021,,
2,Canola/Rapeseed,L330PC,2022,,
2,Canola/Rapeseed,L330PC,2023,,
2,Canola/Rapeseed,L330PC,2024,,
2,Canola/Rapeseed,L330PC,2025,6064,42.8
2,Canola/Rapeseed,L333PC,2021,,
2,Canola/Rapeseed,L333PC,2022,,
2,Canola/Rapeseed,L333PC,2023,,
2,Canola/Rapeseed,L333PC,2024,,
2,Canola/Rapeseed,L333PC,2025,1997,45.4
2,Canola/Rapeseed,L340PC,2021,26697,24.7
2,Canola/Rapeseed,L340PC,2022,42272,42.7
2,Canola/Rapeseed,L340PC,2023,63117,26.7
2,Canola/Rapeseed,L340PC,2024,102548,31.4
2,Canola/Rapeseed,L340PC,2025,129092,47.4
2,Canola/Rapeseed,L341PC,2021,,
2,Canola/Rapeseed,L341PC,2022,,
2,Canola/Rapeseed,L341PC,2023,,
2,Canola/Rapeseed,L341PC,2024,,
2,Canola/Rapeseed,L341PC,2025,746,36.6
2,Canola/Rapeseed,L343PC,2021,,
2,Canola/Rapeseed,L343PC,2022,2187,40.9
2,Canola/Rapeseed,L343PC,2023,4347,20.5
2,Canola/Rapeseed,L343PC,2024,4912,25.1
2,Canola/Rapeseed,L343PC,2025,1784,42.2
2,Canola/Rapeseed,L345PC,2021,24299,30.4
2,Canola/Rapeseed,L345PC,2022,18044,42.1
2,Canola/Rapeseed,L345PC,2023,20185,24.4
2,Canola/Rapeseed,L345PC,2024,13821,26.0
2,Canola/Rapeseed,L345PC,2025,3726,46.9
2,Canola/Rapeseed,L350PC,2021,,
2,Canola/Rapeseed,L350PC,2022,,
2,Canola/Rapeseed,L350PC,2023,7842,28.3
2,Canola/Rapeseed,L350PC,2024,4067,25.7
2,Canola/Rapeseed,L350PC,2025,1364,44.4
2,Canola/Rapeseed,L356PC,2021,,
2,Canola/Rapeseed,L356PC,2022,3751,43.2
2,Canola/Rapeseed,L356PC,2023,12757,25.3
2,Canola/Rapeseed,L356PC,2024,23604,27.6
2,Canola/Rapeseed,L356PC,2025,10202,45.3
2,Canola/Rapeseed,P505MSL,2021,,
2,Canola/Rapeseed,P505MSL,2022,,
2,Canola/Rapeseed,P505MSL,2023,958,19.0
2,Canola/Rapeseed,P505MSL,2024,,
2,Canola/Rapeseed,P505MSL,2025,915,40.5
2,Field Peas,ACER,2021,,
2,Field Peas,ACER,2022,,
2,Field Peas,ACER,2023,,
2,Field Peas,ACER,2024,,
2,Field Peas,ACER,2025,558,52.1
2,Field Peas,AMARILLO CDC,2021,9227,31.8
2,Field Peas,AMARILLO CDC,2022,8053,33.3
2,Field Peas,AMARILLO CDC,2023,7608,27.2
2,Field Peas,AMARILLO CDC,2024,8044,27.5
2,Field Peas,AMARILLO CDC,2025,6232,46.0
2,Field Peas,CARVER AAC,2021,6083,33.4
2,Field Peas,CARVER AAC,2022,7739,40.4
2,Field Peas,CARVER AAC,2023,5000,31.0
2,Field Peas,CARVER AAC,2024,6033,32.9
2,Field Peas,CARVER AAC,2025,6159,50.7
2,Field Peas,CHROME AAC,2021,454,36.0
2,Field Peas,CHROME AAC,2022,1447,54.9
2,Field Peas,CHROME AAC,2023,4169,37.4
2,Field Peas,CHROME AAC,2024,1718,34.7
2,Field Peas,CHROME AAC,2025,2618,52.0
2,Field Peas,FOREST CDC,2021,3385,37.1
2,Field Peas,FOREST CDC,2022,1860,34.6
2,Field Peas,FOREST CDC,2023,2213,31.9
2,Field Peas,FOREST CDC,2024,1939,34.1
2,Field Peas,FOREST CDC,2025,3846,60.6
2,Field Peas,GOLDEN CDC,2021,3727,28.1
2,Field Peas,GOLDEN CDC,2022,3451,29.8
2,Field Peas,GOLDEN CDC,2023,3142,24.0
2,Field Peas,GOLDEN CDC,2024,2230,34.9
2,Field Peas,GOLDEN CDC,2025,2576,35.0
2,Field Peas,HICKIE CDC,2021,,
2,Field Peas,HICKIE CDC,2022,,
2,Field Peas,HICKIE CDC,2023,,
2,Field Peas,HICKIE CDC,2024,832,35.6
2,Field Peas,HICKIE CDC,2025,5886,49.6
2,Field Peas,INCA CDC,2021,3093,22.7
2,Field Peas,INCA CDC,2022,2566,33.4
2,Field Peas,INCA CDC,2023,3192,21.0
2,Field Peas,INCA CDC,2024,1964,34.3
2,Field Peas,INCA CDC,2025,1399,43.5
2,Field Peas,JULIUS AAC,2021,,
2,Field Peas,JULIUS AAC,2022,,
2,Field Peas,JULIUS AAC,2023,,
2,Field Peas,JULIUS AAC,2024,,
2,Field Peas,JULIUS AAC,2025,1059,42.8
2,Field Peas,LIMERICK CDC,2021,6515,29.1
2,Field Peas,LIMERICK CDC,2022,4648,35.1
2,Field Peas,LIMERICK CDC,2023,2682,31.2
2,Field Peas,LIMERICK CDC,2024,7251,31.3
2,Field Peas,LIMERICK CDC,2025,10325,46.1
2,Field Peas,MAPLE,2021,,
2,Field Peas,MAPLE,2022,,
2,Field Peas,MAPLE,2023,,
2,Field Peas,MAPLE,2024,,
2,Field Peas,MAPLE,2025,1720,48.5
2,Field Peas,MEADOW CDC,2021,2191,30.0
2,Field Peas,MEADOW CDC,2022,6404,36.7
2,Field Peas,MEADOW CDC,2023,4377,36.6
2,Field Peas,MEADOW CDC,2024,4767,37.3
2,Field Peas,MEADOW CDC,2025,1360,40.0
2,Field Peas,PROFIT AAC,2021,,
2,Field Peas,PROFIT AAC,2022,,
2,Field Peas,PROFIT AAC,2023,2288,38.0
2,Field Peas,PROFIT AAC,2024,1605,28.9
2,Field Peas,PROFIT AAC,2025,2089,49.3
2,Field Peas,RAEZER CDC,2021,3194,35.3
2,Field Peas,RAEZER CDC,2022,2255,29.7
2,Field Peas,RAEZER CDC,2023,739,28.8
2,Field Peas,RAEZER CDC,2024,,
2,Field Peas,RAEZER CDC,2025,741,51.6
2,Field Peas,TOLLEFSON CDC,2021,,
2,Field Peas,TOLLEFSON CDC,2022,,
2,Field Peas,TOLLEFSON CDC,2023,,
2,Field Peas,TOLLEFSON CDC,2024,,
2,Field Peas,TOLLEFSON CDC,2025,718,34.1
2,Flax,GLAS CDC,2021,11532,16.2
2,Flax,GLAS CDC,2022,7040,29.9
2,Flax,GLAS CDC,2023,5038,15.2
2,Flax,GLAS CDC,2024,1911,16.6
2,Flax,GLAS CDC,2025,2477,29.0
2,Flax,OMEGA,2021,2350,26.7
2,Flax,OMEGA,2022,,
2,Flax,OMEGA,2023,1890,18.5
2,Flax,OMEGA,2024,1510,20.5
2,Flax,OMEGA,2025,1016,46.9
2,Flax,ROWLAND CDC,2021,,
2,Flax,ROWLAND CDC,2022,478,19.5
2,Flax,ROWLAND CDC,2023,1366,10.5
2,Flax,ROWLAND CDC,2024,4320,14.3
2,Flax,ROWLAND CDC,2025,4934,33.0
2,Flax,SORREL CDC,2021,8245,13.4
2,Flax,SORREL CDC,2022,3310,27.5
2,Flax,SORREL CDC,2023,1414,18.6
2,Flax,SORREL CDC,2024,611,19.9
2,Flax,SORREL CDC,2025,1049,26.4
2,IP Canola/Rapeseed,L358HPC,2021,,
2,IP Canola/Rapeseed,L358HPC,2022,,
2,IP Canola/Rapeseed,L358HPC,2023,,
2,IP Canola/Rapeseed,L358HPC,2024,4557,33.9
2,IP Canola/Rapeseed,L358HPC,2025,2437,49.9
2,Mustard - Brown,AAC BROWN18,2021,,
2,Mustard - Brown,AAC BROWN18,2022,,
2,Mustard - Brown,AAC BROWN18,2023,939,17.2
2,Mustard - Brown,AAC BROWN18,2024,,
2,Mustard - Brown,AAC BROWN18,2025,545,29.4
2,Mustard - Yellow,ANDANTE,2021,2150,10.2
2,Mustard - Yellow,ANDANTE,2022,1631,14.0
2,Mustard - Yellow,ANDANTE,2023,1681,11.8
2,Mustard - Yellow,ANDANTE,2024,,
2,Mustard - Yellow,ANDANTE,2025,953,24.7
2,Oats,ARBORG CDC,2021,,
2,Oats,ARBORG CDC,2022,,
2,Oats,ARBORG CDC,2023,,
2,Oats,ARBORG CDC,2024,,
2,Oats,ARBORG CDC,2025,410,23.2
2,Oats,CAMDEN CS,2021,1129,60.1
2,Oats,CAMDEN CS,2022,1297,101.9
2,Oats,CAMDEN CS,2023,,
2,Oats,CAMDEN CS,2024,1742,105.0
2,Oats,CAMDEN CS,2025,1292,67.1
2,Wheat - Durum,ALLOY CDC,2021,11627,41.2
2,Wheat - Durum,ALLOY CDC,2022,14110,54.0
2,Wheat - Durum,ALLOY CDC,2023,16129,33.3
2,Wheat - Durum,ALLOY CDC,2024,10115,39.6
2,Wheat - Durum,ALLOY CDC,2025,6047,54.0
2,Wheat - Durum,BRIGADE,2021,24322,39.2
2,Wheat - Durum,BRIGADE,2022,28270,57.5
2,Wheat - Durum,BRIGADE,2023,23486,26.0
2,Wheat - Durum,BRIGADE,2024,15024,38.6
2,Wheat - Durum,BRIGADE,2025,20789,51.3
2,Wheat - Durum,COVERT CDC,2021,,
2,Wheat - Durum,COVERT CDC,2022,,
2,Wheat - Durum,COVERT CDC,2023,,
2,Wheat - Durum,COVERT CDC,2024,,
2,Wheat - Durum,COVERT CDC,2025,996,56.2
2,Wheat - Durum,DEFY CDC,2021,,
2,Wheat - Durum,DEFY CDC,2022,,
2,Wheat - Durum,DEFY CDC,2023,9978,32.0
2,Wheat - Durum,DEFY CDC,2024,33876,40.8
2,Wheat - Durum,DEFY CDC,2025,40103,55.9
2,Wheat - Durum,DONLOW AAC,2021,,
2,Wheat - Durum,DONLOW AAC,2022,,
2,Wheat - Durum,DONLOW AAC,2023,14675,32.9
2,Wheat - Durum,DONLOW AAC,2024,25771,45.3
2,Wheat - Durum,DONLOW AAC,2025,20740,56.2
2,Wheat - Durum,ENTERPRISE,2021,2100,34.7
2,Wheat - Durum,ENTERPRISE,2022,2257,40.0
2,Wheat - Durum,ENTERPRISE,2023,2035,28.4
2,Wheat - Durum,ENTERPRISE,2024,3107,41.4
2,Wheat - Durum,ENTERPRISE,2025,998,44.4
2,Wheat - Durum,PRECISION CDC,2021,39758,36.0
2,Wheat - Durum,PRECISION CDC,2022,52923,55.8
2,Wheat - Durum,PRECISION CDC,2023,52797,32.3
2,Wheat - Durum,PRECISION CDC,2024,20192,34.8
2,Wheat - Durum,PRECISION CDC,2025,9640,46.8
2,Wheat - Durum,SPITFIRE AAC,2021,4538,45.0
2,Wheat - Durum,SPITFIRE AAC,2022,2388,40.9
2,Wheat - Durum,SPITFIRE AAC,2023,,
2,Wheat - Durum,SPITFIRE AAC,2024,2406,54.8
2,Wheat - Durum,SPITFIRE AAC,2025,450,35.9
2,Wheat - Durum,TRANSCEND,2021,38969,35.5
2,Wheat - Durum,TRANSCEND,2022,27621,51.2
2,Wheat - Durum,TRANSCEND,2023,26921,31.0
2,Wheat - Durum,TRANSCEND,2024,20638,34.0
2,Wheat - Durum,TRANSCEND,2025,13351,49.7
2,Wheat - Durum,VANTTA CDC,2021,,
2,Wheat - Durum,VANTTA CDC,2022,,
2,Wheat - Durum,VANTTA CDC,2023,,
2,Wheat - Durum,VANTTA CDC,2024,794,44.8
2,Wheat - Durum,VANTTA CDC,2025,5068,48.8
2,Wheat - Durum,VERONA CDC,2021,1802,28.9
2,Wheat - Durum,VERONA CDC,2022,1803,41.6
2,Wheat - Durum,VERONA CDC,2023,2596,28.5
2,Wheat - Durum,VERONA CDC,2024,1408,27.1
2,Wheat - Durum,VERONA CDC,2025,1237,48.2
2,Wheat - Durum,WEYBURN VB AAC,2021,,
2,Wheat - Durum,WEYBURN VB AAC,2022,,
2,Wheat - Durum,WEYBURN VB AAC,2023,14984,32.4
2,Wheat - Durum,WEYBURN VB AAC,2024,42446,41.2
2,Wheat - Durum,WEYBURN VB AAC,2025,45315,55.8
2,Wheat - Hard Red Spring,BARRIE AC,2021,1122,15.5
2,Wheat - Hard Red Spring,BARRIE AC,2022,1611,23.1
2,Wheat - Hard Red Spring,BARRIE AC,2023,700,13.9
2,Wheat - Hard Red Spring,BARRIE AC,2024,,
2,Wheat - Hard Red Spring,BARRIE AC,2025,816,43.5
2,Wheat - Hard Red Spring,BRANDON AAC,2021,38688,39.8
2,Wheat - Hard Red Spring,BRANDON AAC,2022,32575,46.4
2,Wheat - Hard Red Spring,BRANDON AAC,2023,39964,38.5
2,Wheat - Hard Red Spring,BRANDON AAC,2024,33641,42.1
2,Wheat - Hard Red Spring,BRANDON AAC,2025,23322,56.1
2,Wheat - Hard Red Spring,CARBERRY,2021,2449,39.3
2,Wheat - Hard Red Spring,CARBERRY,2022,3353,44.2
2,Wheat - Hard Red Spring,CARBERRY,2023,4269,34.7
2,Wheat - Hard Red Spring,CARBERRY,2024,3445,34.8
2,Wheat - Hard Red Spring,CARBERRY,2025,1597,28.8
2,Wheat - Hard Red Spring,HOCKLEY AAC,2021,,
2,Wheat - Hard Red Spring,HOCKLEY AAC,2022,,
2,Wheat - Hard Red Spring,HOCKLEY AAC,2023,,
2,Wheat - Hard Red Spring,HOCKLEY AAC,2024,3770,45.8
2,Wheat - Hard Red Spring,HOCKLEY AAC,2025,1822,60.3
2,Wheat - Hard Red Spring,HODGE AAC VB,2021,,
2,Wheat - Hard Red Spring,HODGE AAC VB,2022,,
2,Wheat - Hard Red Spring,HODGE AAC VB,2023,666,31.9
2,Wheat - Hard Red Spring,HODGE AAC VB,2024,2215,45.3
2,Wheat - Hard Red Spring,HODGE AAC VB,2025,3345,55.3
2,Wheat - Hard Red Spring,NEEPAWA,2021,,
2,Wheat - Hard Red Spring,NEEPAWA,2022,1000,21.1
2,Wheat - Hard Red Spring,NEEPAWA,2023,990,19.5
2,Wheat - Hard Red Spring,NEEPAWA,2024,1000,22.6
2,Wheat - Hard Red Spring,NEEPAWA,2025,1015,21.5
2,Wheat - Hard Red Spring,REDBERRY AAC,2021,755,19.6
2,Wheat - Hard Red Spring,REDBERRY AAC,2022,5925,45.7
2,Wheat - Hard Red Spring,REDBERRY AAC,2023,3322,37.7
2,Wheat - Hard Red Spring,REDBERRY AAC,2024,6601,30.0
2,Wheat - Hard Red Spring,REDBERRY AAC,2025,2111,49.6
2,Wheat - Hard Red Spring,STARBUCK AAC VB,2021,1968,53.5
2,Wheat - Hard Red Spring,STARBUCK AAC VB,2022,6753,54.6
2,Wheat - Hard Red Spring,STARBUCK AAC VB,2023,14515,42.4
2,Wheat - Hard Red Spring,STARBUCK AAC VB,2024,20374,48.0
2,Wheat - Hard Red Spring,STARBUCK AAC VB,2025,23166,58.6
2,Wheat - Hard Red Spring,VIEWFIELD AAC,2021,3033,30.5
2,Wheat - Hard Red Spring,VIEWFIELD AAC,2022,4210,47.3
2,Wheat - Hard Red Spring,VIEWFIELD AAC,2023,3412,33.4
2,Wheat - Hard Red Spring,VIEWFIELD AAC,2024,4085,39.5
2,Wheat - Hard Red Spring,VIEWFIELD AAC,2025,1524,55.0
2,Wheat - Hard Red Spring,WHEATLAND VB AAC,2021,1268,39.6
2,Wheat - Hard Red Spring,WHEATLAND VB AAC,2022,3721,51.3
2,Wheat - Hard Red Spring,WHEATLAND VB AAC,2023,3435,38.0
2,Wheat - Hard Red Spring,WHEATLAND VB AAC,2024,1141,40.4
2,Wheat - Hard Red Spring,WHEATLAND VB AAC,2025,1792,34.0
2,Canary Seed,CANTATE,2021,905,1098
2,Canary Seed,CANTATE,2022,,
2,Canary Seed,CANTATE,2023,,
2,Canary Seed,CANTATE,2024,,
2,Canary Seed,CANTATE,2025,2140,1870
2,Canary Seed,LUMIO CDC,2021,,
2,Canary Seed,LUMIO CDC,2022,,
2,Canary Seed,LUMIO CDC,2023,1167,448
2,Canary Seed,LUMIO CDC,2024,457,1217
2,Canary Seed,LUMIO CDC,2025,515,2059
2,Chickpea,- Large Kabuli LEADER CDC,2021,6975,1601
2,Chickpea,- Large Kabuli LEADER CDC,2022,5693,1839
2,Chickpea,- Large Kabuli LEADER CDC,2023,2155,1455
2,Chickpea,- Large Kabuli LEADER CDC,2024,1621,1453
2,Chickpea,- Large Kabuli LEADER CDC,2025,3481,1096
2,Chickpea,ORKNEY CDC,2021,,
2,Chickpea,ORKNEY CDC,2022,,
2,Chickpea,ORKNEY CDC,2023,,
2,Chickpea,ORKNEY CDC,2024,1941,1530
2,Chickpea,ORKNEY CDC,2025,6120,1812
2,Chickpea,PASQUA CDC,2021,,
2,Chickpea,PASQUA CDC,2022,,
2,Chickpea,PASQUA CDC,2023,,
2,Chickpea,PASQUA CDC,2024,,
2,Chickpea,PASQUA CDC,2025,982,2784
2,Lentils - Large Green,IMPOWER CDC CL,2021,2387,992
2,Lentils - Large Green,IMPOWER CDC CL,2022,780,1354
2,Lentils - Large Green,IMPOWER CDC CL,2023,,
2,Lentils - Large Green,IMPOWER CDC CL,2024,1660,1074
2,Lentils - Large Green,IMPOWER CDC CL,2025,700,1574
2,Lentils - Large Green,LAIRD,2021,,
2,Lentils - Large Green,LAIRD,2022,,
2,Lentils - Large Green,LAIRD,2023,,
2,Lentils - Large Green,LAIRD,2024,,
2,Lentils - Large Green,LAIRD,2025,1051,1265
2,Lentils - Large Green,LIMA CDC,2021,1143,1005
2,Lentils - Large Green,LIMA CDC,2022,2413,1237
2,Lentils - Large Green,LIMA CDC,2023,3410,1058
2,Lentils - Large Green,LIMA CDC,2024,5827,1384
2,Lentils - Large Green,LIMA CDC,2025,7234,1675
2,Lentils,- Other BELUGA,2021,,
2,Lentils,- Other BELUGA,2022,,
2,Lentils,- Other BELUGA,2023,,
2,Lentils,- Other BELUGA,2024,,
2,Lentils,- Other BELUGA,2025,1431,851
2,Lentils,ESTON,2021,,
2,Lentils,ESTON,2022,,
2,Lentils,ESTON,2023,702,1334
2,Lentils,ESTON,2024,1929,1290
2,Lentils,ESTON,2025,2994,1940
2,Lentils,JIMINI CDC CL,2021,,
2,Lentils,JIMINI CDC CL,2022,,
2,Lentils,JIMINI CDC CL,2023,,
2,Lentils,JIMINI CDC CL,2024,1507,1435
2,Lentils,JIMINI CDC CL,2025,7576,1843
2,Lentils,MARBLE CDC,2021,,
2,Lentils,MARBLE CDC,2022,,
2,Lentils,MARBLE CDC,2023,1456,1382
2,Lentils,MARBLE CDC,2024,,
2,Lentils,MARBLE CDC,2025,905,1378
2,Lentils - Red,CRIMSON,2021,,
2,Lentils - Red,CRIMSON,2022,,
2,Lentils - Red,CRIMSON,2023,,
2,Lentils - Red,CRIMSON,2024,,
2,Lentils - Red,CRIMSON,2025,970,1548
2,Lentils - Red,DAZIL CDC,2021,2987,1671
2,Lentils - Red,DAZIL CDC,2022,2465,1369
2,Lentils - Red,DAZIL CDC,2023,2069,1307
2,Lentils - Red,DAZIL CDC,2024,2554,1146
2,Lentils - Red,DAZIL CDC,2025,1788,1292
2,Lentils - Red,IMAX CL CDC,2021,1010,1420
2,Lentils - Red,IMAX CL CDC,2022,985,1248
2,Lentils - Red,IMAX CL CDC,2023,876,1041
2,Lentils - Red,IMAX CL CDC,2024,627,1583
2,Lentils - Red,IMAX CL CDC,2025,1048,1462
2,Lentils - Red,IMPULSE,2021,7740,1457
2,Lentils - Red,IMPULSE,2022,1905,1380
2,Lentils - Red,IMPULSE,2023,2400,567
2,Lentils - Red,IMPULSE,2024,2683,1177
2,Lentils - Red,IMPULSE,2025,1287,1239
2,Lentils - Red,MAXIM CDC,2021,3728,1274
2,Lentils - Red,MAXIM CDC,2022,5145,1407
2,Lentils - Red,MAXIM CDC,2023,2398,1124
2,Lentils - Red,MAXIM CDC,2024,2568,1605
2,Lentils - Red,MAXIM CDC,2025,1253,1651
2,Lentils - Red,NIMBLE,2021,983,1338
2,Lentils - Red,NIMBLE,2022,2303,1426
2,Lentils - Red,NIMBLE,2023,788,963
2,Lentils - Red,NIMBLE,2024,3132,1305
2,Lentils - Red,NIMBLE,2025,990,2266
2,Lentils - Red,PROCLAIM CDC,2021,18352,1424
2,Lentils - Red,PROCLAIM CDC,2022,22975,1290
2,Lentils - Red,PROCLAIM CDC,2023,13462,1208
2,Lentils - Red,PROCLAIM CDC,2024,9144,1510
2,Lentils - Red,PROCLAIM CDC,2025,12502,1797
2,Lentils - Red,ROULEAU CDC,2021,,
2,Lentils - Red,ROULEAU CDC,2022,630,545
2,Lentils - Red,ROULEAU CDC,2023,,
2,Lentils - Red,ROULEAU CDC,2024,1509,1722
2,Lentils - Red,ROULEAU CDC,2025,1798,2286
2,Lentils - Red,SIMMIE CDC,2021,,
2,Lentils - Red,SIMMIE CDC,2022,,
2,Lentils - Red,SIMMIE CDC,2023,2343,873
2,Lentils - Red,SIMMIE CDC,2024,2681,1146
2,Lentils - Red,SIMMIE CDC,2025,2927,1667
3,Barley,AUSTENSON CDC,2021,5363,16.1
3,Barley,AUSTENSON CDC,2022,10012,20.8
3,Barley,AUSTENSON CDC,2023,4469,15.6
3,Barley,AUSTENSON CDC,2024,5383,51.7
3,Barley,AUSTENSON CDC,2025,6567,49.0
3,Barley,CONLON,2021,,
3,Barley,CONLON,2022,,
3,Barley,CONLON,2023,,
3,Barley,CONLON,2024,,
3,Barley,CONLON,2025,1377,47.8
3,Barley,CONNECT AAC,2021,,
3,Barley,CONNECT AAC,2022,508,43.8
3,Barley,CONNECT AAC,2023,1445,33.9
3,Barley,CONNECT AAC,2024,2955,49.2
3,Barley,CONNECT AAC,2025,1682,48.7
3,Barley,COPELAND CDC,2021,2728,20.6
3,Barley,COPELAND CDC,2022,6603,30.2
3,Barley,COPELAND CDC,2023,3718,23.3
3,Barley,COPELAND CDC,2024,2018,15.8
3,Barley,COPELAND CDC,2025,1125,51.9
3,Barley,COWBOY CDC,2021,410,15.3
3,Barley,COWBOY CDC,2022,2661,25.7
3,Barley,COWBOY CDC,2023,1394,24.3
3,Barley,COWBOY CDC,2024,2339,35.4
3,Barley,COWBOY CDC,2025,645,34.3
3,Barley,HAGUE AB,2021,,
3,Barley,HAGUE AB,2022,,
3,Barley,HAGUE AB,2023,,
3,Barley,HAGUE AB,2024,1648,39.1
3,Barley,HAGUE AB,2025,1260,85.2
3,Barley,MAVERICK CDC,2021,2719,15.2
3,Barley,MAVERICK CDC,2022,8715,33.1
3,Barley,MAVERICK CDC,2023,4714,28.0
3,Barley,MAVERICK CDC,2024,11270,33.0
3,Barley,MAVERICK CDC,2025,11795,44.2
3,Barley,METCALFE AC,2021,2997,21.3
3,Barley,METCALFE AC,2022,3915,36.3
3,Barley,METCALFE AC,2023,501,29.3
3,Barley,METCALFE AC,2024,1590,14.1
3,Barley,METCALFE AC,2025,1285,50.3
3,Barley,RENEGADE CDC,2021,,
3,Barley,RENEGADE CDC,2022,,
3,Barley,RENEGADE CDC,2023,,
3,Barley,RENEGADE CDC,2024,,
3,Barley,RENEGADE CDC,2025,1402,75.0
3,Barley,SYNERGY AAC,2021,2240,24.0
3,Barley,SYNERGY AAC,2022,5954,56.3
3,Barley,SYNERGY AAC,2023,5843,30.1
3,Barley,SYNERGY AAC,2024,7521,37.0
3,Barley,SYNERGY AAC,2025,7140,34.4
3,Canola/Rapeseed,BY 7204LL,2021,,
3,Canola/Rapeseed,BY 7204LL,2022,,
3,Canola/Rapeseed,BY 7204LL,2023,,
3,Canola/Rapeseed,BY 7204LL,2024,,
3,Canola/Rapeseed,BY 7204LL,2025,2104,27.6
3,Canola/Rapeseed,DK400TL,2021,,
3,Canola/Rapeseed,DK400TL,2022,,
3,Canola/Rapeseed,DK400TL,2023,,
3,Canola/Rapeseed,DK400TL,2024,1405,1.5
3,Canola/Rapeseed,DK400TL,2025,745,41.5
3,Canola/Rapeseed,L233P,2021,24062,17.6
3,Canola/Rapeseed,L233P,2022,33556,24.7
3,Canola/Rapeseed,L233P,2023,19945,15.6
3,Canola/Rapeseed,L233P,2024,17638,12.6
3,Canola/Rapeseed,L233P,2025,25565,36.3
3,Canola/Rapeseed,L330PC,2021,,
3,Canola/Rapeseed,L330PC,2022,,
3,Canola/Rapeseed,L330PC,2023,,
3,Canola/Rapeseed,L330PC,2024,,
3,Canola/Rapeseed,L330PC,2025,932,38.9
3,Canola/Rapeseed,L333PC,2021,,
3,Canola/Rapeseed,L333PC,2022,,
3,Canola/Rapeseed,L333PC,2023,,
3,Canola/Rapeseed,L333PC,2024,,
3,Canola/Rapeseed,L333PC,2025,1762,32.1
3,Canola/Rapeseed,L340PC,2021,,
3,Canola/Rapeseed,L340PC,2022,15901,22.4
3,Canola/Rapeseed,L340PC,2023,29663,16.6
3,Canola/Rapeseed,L340PC,2024,34943,14.0
3,Canola/Rapeseed,L340PC,2025,30486,40.8
3,Canola/Rapeseed,L345PC,2021,23628,19.0
3,Canola/Rapeseed,L345PC,2022,19523,20.6
3,Canola/Rapeseed,L345PC,2023,8622,17.3
3,Canola/Rapeseed,L345PC,2024,8925,17.1
3,Canola/Rapeseed,L345PC,2025,4209,29.1
3,Fall Rye,HAZLET,2021,,
3,Fall Rye,HAZLET,2022,2235,16.1
3,Fall Rye,HAZLET,2023,,
3,Fall Rye,HAZLET,2024,,
3,Fall Rye,HAZLET,2025,5836,15.6
3,Fall Rye,REMINGTON AC,2021,,
3,Fall Rye,REMINGTON AC,2022,,
3,Fall Rye,REMINGTON AC,2023,,
3,Fall Rye,REMINGTON AC,2024,,
3,Fall Rye,REMINGTON AC,2025,805,47.3
3,Field Peas,AMARILLO CDC,2021,3868,19.5
3,Field Peas,AMARILLO CDC,2022,5323,21.0
3,Field Peas,AMARILLO CDC,2023,4492,21.5
3,Field Peas,AMARILLO CDC,2024,6191,12.4
3,Field Peas,AMARILLO CDC,2025,8796,30.7
3,Field Peas,ARDILL AAC,2021,6963,19.9
3,Field Peas,ARDILL AAC,2022,10800,22.3
3,Field Peas,ARDILL AAC,2023,17355,21.6
3,Field Peas,ARDILL AAC,2024,14428,23.7
3,Field Peas,ARDILL AAC,2025,14773,18.4
3,Field Peas,CARVER AAC,2021,595,6.5
3,Field Peas,CARVER AAC,2022,885,18.9
3,Field Peas,CARVER AAC,2023,661,19.3
3,Field Peas,CARVER AAC,2024,2854,22.5
3,Field Peas,CARVER AAC,2025,1699,23.7
3,Field Peas,CHROME AAC,2021,2146,10.8
3,Field Peas,CHROME AAC,2022,,
3,Field Peas,CHROME AAC,2023,931,29.8
3,Field Peas,CHROME AAC,2024,4119,14.2
3,Field Peas,CHROME AAC,2025,4681,34.0
3,Field Peas,CITRINE CDC,2021,,
3,Field Peas,CITRINE CDC,2022,,
3,Field Peas,CITRINE CDC,2023,,
3,Field Peas,CITRINE CDC,2024,,
3,Field Peas,CITRINE CDC,2025,930,19.3
3,Field Peas,FOREST CDC,2021,,
3,Field Peas,FOREST CDC,2022,1683,33.3
3,Field Peas,FOREST CDC,2023,444,18.5
3,Field Peas,FOREST CDC,2024,877,22.5
3,Field Peas,FOREST CDC,2025,908,31.7
3,Field Peas,HICKIE CDC,2021,,
3,Field Peas,HICKIE CDC,2022,,
3,Field Peas,HICKIE CDC,2023,,
3,Field Peas,HICKIE CDC,2024,2798,14.5
3,Field Peas,HICKIE CDC,2025,4327,19.1
3,Field Peas,INCA CDC,2021,3898,21.5
3,Field Peas,INCA CDC,2022,4085,30.8
3,Field Peas,INCA CDC,2023,7345,19.1
3,Field Peas,INCA CDC,2024,4301,16.8
3,Field Peas,INCA CDC,2025,5384,36.7
3,Field Peas,JULIUS AAC,2021,,
3,Field Peas,JULIUS AAC,2022,,
3,Field Peas,JULIUS AAC,2023,,
3,Field Peas,JULIUS AAC,2024,,
3,Field Peas,JULIUS AAC,2025,3232,23.9
3,Field Peas,LIMERICK CDC,2021,711,1.7
3,Field Peas,LIMERICK CDC,2022,1194,28.3
