Year,RM,Spring Wheat,Durum,Canola,Barley,Oats,Peas
2017,352,38.04,34.01,29.86,46.88,39.85,26.1
2018,352,45.7,42.5,38.3,62.3,60.5,38.5
2019,352,38.8,41.8,33.1,67.3,53.9,37.3
2020,352,55.3,63.4,44,64.2,97.7,47.3
2021,352,18.5,12.8,9.5,18.2,,16.1
2022,352,42.3,40.8,27.1,54.3,64.3,35.4
2023,352,46.7,34.4,35,52.3,47.3,40.2
2024,352,49.4,43.9,35.4,64.3,,41.8
2015,366,47.68,59.87,38.94,73.43,104.15,40
2016,366,46,31.5,29.9,69.7,118.8,27.7
2017,366,47.11,,33.66,68,98.43,45.4
2018,366,49.6,,38.2,70.6,104.1,43
2019,366,56.6,,43.4,84,125.8,45.1
2020,366,67.2,,45.3,81.5,125.9,38.1
2021,366,52.1,,35.2,70.5,80.8,37.1
2022,366,59.7,,44.9,83.6,115.4,52.1
2023,366,54.9,,48.6,84.6,103.4,50.7
2024,366,60.7,,38.1,79.1,114.2,38.8
2015,367,48.83,,43.38,78.49,113.8,45.1
2016,367,47,28.8,41.5,74.4,134.4,40.9
2017,367,56,,43.97,72.26,122.59,48.1
2018,367,55.8,,45.3,72.3,120.4,48.1
2019,367,61.8,,50.7,85,147.3,37
2020,367,65,,47.2,79.7,120.2,
2021,367,40.2,,30.2,51.6,70,21.6
2022,367,68.9,,52.7,79.9,100.1,
2023,367,67,,56.6,90.8,131.2,52.8
2024,367,69.6,,42.4,84.7,109.6,
2015,368,59.93,,41.38,72.54,99.43,45.2
2016,368,62.6,,44.5,75.1,116.6,45
2017,368,69.99,,44.07,81.65,126.26,50.9
2018,368,70,,44.1,75.2,120.6,40
2019,368,68.2,,51.6,92.4,139.7,39.8
2020,368,66.5,,48.5,86.3,136.9,43.4
2021,368,32.6,,23.4,33.6,50.6,22.1
2022,368,75.9,,55.1,94.1,142.9,47.9
2023,368,72.4,,58.3,96.9,132.8,
2024,368,75.2,,43.6,97.8,146.7,49.4
2015,369,54.48,,39.4,78.24,121.89,42.6
2016,369,60.4,65.5,44.3,84,121,44
2017,369,63.33,,49.57,86.27,124.95,56.9
2018,369,58.1,,49.6,82.6,111.5,49.7
2019,369,72.1,,51.5,92.2,143.7,39.5
2020,369,74.5,,50,91.2,135.5,48.8
2021,369,33.1,,24.5,44.1,60.5,28.8
2022,369,76.2,,56.5,98.9,148.7,60.2
2023,369,70.3,,55,86.5,129.6,52.3
2024,369,79.8,,45.3,103.4,149.4,48.8
2015,370,44.73,56.19,39.38,70.95,102.58,42.2
2016,370,44.5,54.6,43.8,79,102.4,43
2017,370,54.06,65,46.3,82.98,101.5,51.4
2018,370,45.9,50,38.9,75.2,88.5,41.8
2019,370,62.4,75.3,48.9,81.3,117.4,46.9
2020,370,59.7,64.8,44.3,80,115.8,45.3
2021,370,34.6,23.9,21.2,30.1,45.9,23.8
2022,370,63.1,88.1,55,99.7,140.5,51.6
2023,370,63.1,71.9,50.6,87.5,113.2,59.7
2024,370,59.8,68.7,38,88.4,137,54.2
2015,371,41.16,45.25,37.7,67.56,81.4,38.8
2016,371,45.1,45.6,39.2,70.2,101.7,41.5
2017,371,49.5,48.58,38.46,70.48,94.66,45.1
2018,371,49.5,46.5,38.5,70.5,87.4,31.5
2019,371,53.1,50,45,76,86.1,46.2
2020,371,55.8,58.3,38,75.6,88,42.6
2021,371,29.6,25,14.7,25.1,25.3,20.7
2022,371,60.2,56,44.9,81.8,95.8,50.8
2023,371,54.2,55,45.1,73.3,80.1,44.9
2024,371,59,61,36.7,82.4,95.8,46.4
2015,372,35.21,32.5,35.01,54.06,65.75,35
2016,372,45.5,37.4,39.6,71,110.4,44
2017,372,39.99,,36.99,59.42,73.75,40.9
2018,372,45.8,,37,58.6,70.1,40.9
2019,372,47.8,,40.7,65.3,82.9,43.1
2020,372,48.3,,35.1,65,76.3,41
2021,372,23.9,,15.2,20.2,34.5,16.3
2022,372,50.3,,35.3,64.2,72,44.9
2023,372,43.8,,34.3,55,,37
2024,372,52.9,,34.1,77,100.2,46.6
2015,373,38.76,49.9,40.92,65.36,88.79,35.2
2016,373,47.7,,39.1,79.2,71,41.7
2017,373,46.88,,30.76,67.18,69.01,38.3
2018,373,37,,29.3,49,69,33
2019,373,47.4,,46,54.6,,35.9
2020,373,52.9,,36.2,68.4,97,41
2021,373,22,,15.1,16.9,10.5,14.2
2022,373,42.7,,29.8,54.7,55.6,25.1
2023,373,46.6,,36.2,59.2,83.4,31.6
2024,373,53.1,,35.4,77,102.6,39.6
2015,376,32.44,34.18,35.03,58.08,44.69,32.6
2016,376,39.5,42.2,35.4,72.4,56.1,42.7
2017,376,42.07,,35.93,52.31,38.61,38.5
2018,376,50.5,,41.5,71.5,84,45.5
2019,376,42.3,,33.6,62.6,50.8,43.6
2020,376,54,,38.1,81.2,76,50.3
2021,376,17.5,,12.5,11.6,,12.5
2022,376,24.2,40,13.6,35.6,26.7,18.8
2023,376,27.9,20.8,21.6,42.2,9.3,25.1
2024,376,54.9,,35.6,82.9,68.7,40.9
2015,377,43.92,,42.17,56.84,57.4,36.3
2016,377,48.5,,48.4,81.9,65.8,56.4
2017,377,46.71,,40.92,63.63,50,50.5
2018,377,52.6,,40.9,88,,44
2019,377,57,,45.4,87.5,,39.6
2020,377,59.1,,46,78.9,80,46.1
2021,377,24.5,,18,22.6,20,17.3
2022,377,48,,25.2,44.4,30,23.9
2023,377,45.1,,32.9,63.9,,31.9
2024,377,61.4,,35.2,75.7,,41.9
2015,378,38.05,37.32,35.7,53.86,76.65,29.9
2016,378,45.3,,39.4,54.1,101.3,47.3
2017,378,40.51,,36.8,59.82,61.08,39.3
2018,378,40.5,,36.8,66,74,42.8
2019,378,48.8,,38,53.7,78.3,43.1
2020,378,49,,41.1,65.5,76.6,47.1
2021,378,33.6,,20.9,33,40,25.4
2022,378,45.1,,35.3,71.5,71.2,40.8
2023,378,42.2,,34.5,51.7,,39.7
2024,378,47.6,,34,72.9,66.7,36.6
2015,379,37.27,43.34,37.31,55.59,54.55,34.1
2016,379,51.2,49.9,46.1,77.8,68.6,46.6
2017,379,46.14,,38,73.79,90,46.6
2018,379,49.7,54,38,71.6,,46.4
2019,379,55.2,,45.6,74.9,100,46.7
2020,379,65.4,63.2,47.5,78.8,,39.5
2021,379,35,,22.5,45.5,46.8,25.9
2022,379,43.9,,35.2,66.1,95.7,33.2
2023,379,54.1,,38.6,75.2,,38.7
2024,379,55.2,,36.5,74.1,,37.7
2015,380,33.81,,39.62,65.03,,31.4
2016,380,52.8,,43.3,80.9,94.5,43
2017,380,53.72,,46.18,85.92,,49.6
2018,380,47.8,,46.2,75,,36
2019,380,63.3,,51.3,85.6,,46
2020,380,69.5,,49.4,89,137,40.1
2021,380,31.7,,23.1,33.1,,19
2022,380,45.2,,35,64.2,99.8,31.9
2023,380,48.1,,35.5,61.3,,35.5
2024,380,51.2,40.7,35.6,81,,39.9
2015,381,31.46,25.11,29.26,,66.78,28
2016,381,49.2,53.2,44.1,73,74.9,44.7
2017,381,53.06,,41.7,61.81,,39.1
2018,381,53.6,,41.7,82,,40.6
2019,381,60.6,,49.1,85.7,108.5,47.2
2020,381,62,,45.6,86.4,125.5,36.7
2021,381,34.5,,23.6,33.9,44.6,23.2
2022,381,42.4,,32.7,60.2,63.6,28.4
2023,381,45.9,,32,57.5,62,33.5
2024,381,54.7,,35,78.8,83.8,36.5
2015,382,39.28,19.33,32.29,51.29,70,38.9
2016,382,51.6,,42.3,70.5,70.9,46.1
2017,382,37.22,28.7,26.1,55.68,60,38.6
2018,382,45.7,,38.7,72,73.5,51
2019,382,48.1,,40.7,71.1,,46.6
2020,382,49.8,50,42.5,74.2,80.8,55
2021,382,25.3,21.6,19.1,19.7,30,18.7
2022,382,40.4,,30.3,55.2,64.2,35.2
2023,382,43.8,40,36.4,60.8,51.1,41.8
2024,382,48,44.2,36.7,60.9,76,46.6
2015,394,36.83,,36.33,54.63,67.81,23
2016,394,44.1,,33.7,40,95.4,27.5
2017,394,54.69,,37.59,69.56,112.31,20.2
2018,394,52.7,,34.5,89,100.1,
2019,394,58.9,,44.2,79.9,101.7,42.9
2020,394,59.2,,34.9,70.2,125.8,40
2021,394,54.4,,31.8,83,96.3,25.4
2022,394,59.2,,42.5,83.4,119.8,46.5
2023,394,46.6,,41.1,64.7,103.7,40
2024,394,54.3,,28.9,66.3,99.8,23.6
2015,395,42.91,,48.57,64.34,95.9,48.6
2016,395,40.9,,31.9,67.4,101,53.2
2017,395,55.16,,39.49,71.11,112.42,48.4
2018,395,55.2,,39.5,71.1,112.4,52
2019,395,55.8,,46.9,78.4,120,56.1
2020,395,56.8,,38.5,72.7,133.9,52.9
2021,395,51.1,,30.4,66.4,86.1,30.8
2022,395,59.5,,42.4,80.2,119.9,59.5
2023,395,63.4,,53.9,84,113.9,46
2024,395,61.3,,34.8,83.5,108.7,54.1
2015,397,48.49,,52.19,60.3,104.57,44.8
2016,397,43.3,,46.6,73.6,107.6,40.8
2017,397,45.7,,43.83,59.94,103.62,45.1
2018,397,50.3,,43.8,68,116,45
2019,397,57.6,,45.8,76,133.2,39.6
2020,397,60.3,,43.4,69.7,123.5,
2021,397,35.8,,26.1,47.5,52.6,20
2022,397,55.2,,43,74.9,111.4,45
2023,397,54.6,40,47,67.4,96.1,45
2024,397,57.4,,36.4,71.3,104.1,
2015,398,55.88,,56.69,77.41,110.8,52.4
2016,398,48.5,62.5,41.6,80,122.2,45.2
2017,398,61.51,,42.86,80.55,127.45,48.8
2018,398,61.5,,44.5,76,111.8,48
2019,398,64.3,,48.4,83.6,129.5,44.9
2020,398,60.9,,47,83.5,129.2,37.1
2021,398,33,,22.1,35.3,45.3,22.4
2022,398,68.1,,51.4,81.7,134.4,51.8
2023,398,64.6,,53.7,85.8,116.9,28.4
2024,398,69.1,,40.9,81.5,125.7,47
2015,399,52.18,,57.93,77.24,106.52,52.3
2016,399,51.4,38.1,46.9,78,93.3,40.1
2017,399,57.75,,48.22,73.95,111.04,56.7
2018,399,57.8,,48.2,66,106,48
2019,399,67.9,,51,87.5,151.2,40.8
2020,399,66.3,,45.9,81.8,124.7,46.3
2021,399,38.4,,24.7,40.8,59.9,30.5
2022,399,71.9,,50.4,92.4,143.7,61
2023,399,57.8,,51.8,79.9,102.6,46.8
2024,399,71.8,,42.7,94.6,138.5,49.2
2015,400,47.89,60.17,53.16,70.09,104.52,35.7
2016,400,50.1,52.9,44.2,70.5,111.4,51.9
2017,400,55.16,71.55,39.97,71.68,112.8,48.3
2018,400,48.6,52,40,71.7,102,42.9
2019,400,62.5,60.3,47.1,79.3,112,47.2
2020,400,55.7,66.4,42.5,79,105.8,46.8
2021,400,36.6,34.9,24,34.3,61.2,28.1
2022,400,67.3,71.7,49.4,83.8,127.3,58.5
2023,400,59.5,63.5,47.8,83.9,97.8,54.2
2024,400,68.5,70.8,43.1,89.3,139.1,52.6
2015,401,46.92,61.62,40.89,71.8,96.03,41.3
2016,401,46.2,50.6,40.6,77,113.5,57.1
2017,401,54.18,85.37,43.9,69.67,106.11,52.8
2018,401,53.8,58,43.4,68.2,95.2,50.1
2019,401,57.3,68.3,48.7,85.4,101.2,50.4
2020,401,59.9,74.7,43.7,82.8,97.8,46
2021,401,36.4,,21.6,34.7,57.6,25.2
2022,401,63.7,,47.6,88.1,128.4,48.7
2023,401,53.3,57.1,44.9,73,,40
2024,401,67.4,79.1,44.4,91.8,124.7,46.2
2015,402,40.26,,48.81,65.99,78.31,29
2016,402,43.6,,33.1,76.7,89.9,37.7
2017,402,48.2,,40.19,73.01,117.97,44.5
2018,402,45.6,,40.2,68.3,99,35
2019,402,48,,43,78.4,122,46.6
2020,402,49.3,,38.2,72.2,100.2,37.8
2021,402,29.1,,18.1,31.1,31.5,20.1
2022,402,49.6,,39.7,69.9,107.6,46.4
2023,402,45.8,,38.2,62.9,66.2,37.9
2024,402,51.4,,36.8,76.4,101.3,44.7
2015,403,49.79,,42.06,74.84,93.55,45.1
2016,403,49.8,,46.9,81.2,114.9,45.4
2017,403,53.06,,43.36,76.7,106.06,42.3
2018,403,53.6,,49.5,75.9,101.4,48.1
2019,403,56.7,,46.6,78.7,117.9,53.5
2020,403,63.7,,43.2,83.2,109.2,44.3
2021,403,24.2,,15,16.3,16.4,14.7
2022,403,52.5,,37.5,52.5,89.4,37.6
2023,403,59.8,,46.7,74,82.8,46
2024,403,58.1,,42.5,65,88.3,43.2
2015,404,59.26,,50.09,87.1,117.19,57
2016,404,56.1,,48.2,83.5,130.8,56
2017,404,56.87,,49.18,79.77,,42.1
2018,404,56.9,,49.2,82.4,,48.5
2019,404,58.3,,45.2,93.4,,51.2
2020,404,67.4,62.4,46.7,81.7,,46.8
2021,404,23.7,,14.4,13.6,,12.4
2022,404,48.6,,34.3,61.8,,38
2023,404,66.4,,46.3,78.6,,55.9
2024,404,61.7,,38.9,77,95.7,42.9
2015,405,44.19,,39.67,60.37,72.37,40.1
2016,405,48.8,48,41.2,71.7,76.3,50.6
2017,405,48.41,,43.32,61.12,66.88,37.9
2018,405,51.5,,43.3,66.4,77,45
2019,405,43.4,,34.3,68.1,97,39.3
2020,405,53.7,,40.6,68.6,82.2,44.8
2021,405,19.6,,14.8,15.8,6.7,9.5
2022,405,32.9,,24,38.6,45.1,19.1
2023,405,36.5,,32.1,46.9,41,28.3
2024,405,52.4,,35.8,66.4,63.3,46.1
2015,406,43.73,26.99,42.91,61.36,73.83,39.4
2016,406,47.6,28.6,42.4,69.2,74.3,44.7
2017,406,41.18,,37.69,59.08,76.37,37.4
2018,406,41.2,,37.7,59.1,69.2,35.7
2019,406,48.7,,41.6,74.7,91.4,43.2
2020,406,60,,44.3,74.9,106.9,44.8
2021,406,19,,14.1,13.8,24.3,13.7
2022,406,32.3,,25.3,32.9,45.8,24.9
2023,406,40.4,,30.8,48.2,54.1,26.3
2024,406,43.6,,32.3,54.3,,34.6
2015,409,42.55,36.03,41.67,63.44,94.9,34.7
2016,409,55.1,61.1,47,71.8,112.1,43.8
2017,409,51.62,,43.98,68.28,75,38.3
2018,409,51.1,,44,67,101,44.8
2019,409,61.8,,51.2,88.1,119.7,46.2
2020,409,62.3,,48.1,81.2,118.9,37.8
2021,409,36.2,,28,41.8,42.5,25.1
2022,409,52.9,,37,66.9,90.1,33.5
2023,409,59.3,,39.7,71.3,84.7,39.1
2024,409,58.7,,38,69.3,94.1,38.6
2015,410,49.15,,43.48,66,54.18,44.1
2016,410,60.5,,45.7,77.7,95,51.6
2017,410,60.3,,46,45.47,,52.2
2018,410,54,,46,74,,49.2
2019,410,68.4,,51.8,67,,52.2
2020,410,66.3,,51.4,75.6,137,43.5
2021,410,34,,27.3,33.3,,23
2022,410,46.1,,42.4,61.4,68.1,34.5
2023,410,55.3,,42.1,62.3,67.4,39.1
2024,410,34,,33,56.5,66.2,45.8
2015,411,44.1,,38.75,53.07,60.98,40.3
2016,411,51.2,,48.5,72.4,89.5,50
2017,411,52.36,,40.94,69.15,83.97,49.3
2018,411,52.4,,43.5,65.3,88.7,49.3
2019,411,55,,49.2,85.1,89.5,50.6
2020,411,59.2,,45.1,84.3,84.7,48.5
2021,411,27.5,,28.8,34.1,30.9,21.7
2022,411,40,,33.2,53.3,68.2,30.6
2023,411,39.7,,32.8,61.9,39,36.5
2024,411,41.4,,29.9,58.2,60.9,36.6
2015,426,46.13,,37.5,65.16,99.71,27.2
2016,426,53.2,,37.8,70,127.2,40.8
2017,426,58.73,,45.2,56.83,113.68,49.4
2018,426,62.9,,49.1,65.4,115.3,41
2019,426,64.9,,49.4,81.1,132.2,49.8
2020,426,63.5,,43.8,75.2,132.3,37
2021,426,41.8,,26.6,52.6,67.7,
2022,426,61.7,,48.1,80.4,106.3,47.7
2023,426,56.3,,49.7,73,97.7,35.5
2024,426,58.4,,38,79.4,116.6,33.7
2015,427,51.4,,40.37,70.92,120.44,46.1
2016,427,51.5,,45.1,68.6,128.7,47
2017,427,56.12,,42.48,73.84,118.56,48.5
2018,427,65.4,,52.6,93.9,135.4,56.8
2019,427,64.9,,48.9,96.2,145,54.7
2020,427,69.7,,51.1,91,140.7,38.2
2021,427,40.5,,22.8,50.7,62.4,30.4
2022,427,59.5,,46.7,92,117.9,51.8
2023,427,55.2,,47.7,74,88.8,45.3
2024,427,66.9,,43.3,91.1,119.2,51.8
2015,428,48.24,,43.37,70.5,116.39,42.8
2016,428,48.6,,43,73.7,118.2,45.2
2017,428,58.05,,42.69,71.36,121.08,45.7
2018,428,58,,46.6,77,122,51.6
2019,428,59.1,,43.9,86.8,129.1,43.8
2020,428,56.7,,40.4,78.4,118.5,36.8
2021,428,35,,21.8,44.9,57.4,26.7
2022,428,60.5,,45.9,82.3,122,49.6
2023,428,51.9,,45.6,70,99,42.7
2024,428,54.8,,38.2,80.1,123,42.7
2015,429,51.29,,39.92,66.25,106.82,40.4
2016,429,47.4,,42.1,78.9,116.3,45
2017,429,51.96,,39.42,76.6,121.99,48.7
2018,429,52,,47.1,83.4,121.6,56
2019,429,57.5,,44,85.7,121.5,49.4
2020,429,56.3,,42.1,80.9,120.9,50.4
2021,429,35.6,,18.1,34.1,63.1,20.4
2022,429,60.9,,43.6,86.6,121.9,52.6
2023,429,51.1,,41.4,69.3,88.1,42.5
2024,429,60.4,,44.3,83.5,115.9,55.5
2015,430,43.29,,40.53,60.38,98.6,35.7
2016,430,46.5,51.2,40.7,76.1,119.1,50.4
2017,430,48.49,,40.81,72.53,123.86,48.1
2018,430,48.5,,38.2,70.9,110.8,44.8
2019,430,57.8,,46.9,89.6,126.5,42.7
2020,430,57.3,,41.2,77.1,119.2,43.3
2021,430,34.8,,23.6,43.8,53.9,21.6
2022,430,64.1,82.9,46.1,86.8,132.1,49.9
2023,430,54.9,,45.2,73.3,98.9,46.8
2024,430,56.9,,37.8,81.7,111.6,60.2
2015,431,46.05,,44.08,58.73,113.95,46.4
2016,431,43.9,34.2,44.4,73.8,92.8,52.8
2017,431,54.4,,51.42,75.89,110.69,54
2018,431,53.3,,51.4,71.1,109.6,48.2
2019,431,57.9,60.6,50.1,86.2,125.1,49.3
2020,431,61.8,,46.6,82.1,105.7,48.4
2021,431,42.2,,27.1,44.5,57.6,31.9
2022,431,68.9,,48.7,84.5,134.6,58.1
2023,431,52.5,,46.1,69.1,72.1,42.1
2024,431,60.6,,42.4,83.2,105.1,47.1
2015,434,45.38,,41.77,61.9,78.86,24
2016,434,52.9,,51.3,87,117.2,54
2017,434,51.38,,47.14,81.29,94.32,53.4
2018,434,50.1,,48,64.4,72.4,54
2019,434,59.5,,52.2,71.5,96.8,57.7
2020,434,68.7,,49.8,72.8,102.8,52.7
2021,434,30.2,,21.2,31.1,27.3,23.7
2022,434,58.7,,46.7,63.5,151.1,37.3
2023,434,64.2,,50.4,62.4,85.6,42.4
2024,434,46.2,,34,57.2,84,32.1
2015,435,42.83,,32.93,59.6,84.81,39.8
2016,435,46.5,,42.5,71.4,82,46.6
2017,435,45.76,,39.01,71.02,79.63,43.1
2018,435,45.8,,42,71,84,45.1
2019,435,49.2,,42.4,74.8,114.3,42.8
2020,435,52.9,,42.8,74.7,95.1,46.7
2021,435,24.5,,16.9,29.2,35.5,20
2022,435,41.4,,32.2,61,70.3,36.3
2023,435,50.1,,39.7,59.9,81.9,45.7
2024,435,48.6,,30.2,48.2,82.3,40.3
2015,436,44.34,49.56,39.06,65.68,93.94,43.5
2016,436,46.1,,41.9,71.1,111.5,46.4
2017,436,48.97,,34.51,63.67,86.82,47.1
2018,436,49,,34.5,72.8,108.5,43.1
2019,436,47,,41.6,74.7,121.9,49.9
2020,436,55.3,,40.6,81.3,113.5,36
2021,436,16.8,,15.2,12,26.8,14
2022,436,47.8,,35,63.6,83.2,37.2
2023,436,42.7,,31.7,54.1,53.9,33.3
2024,436,42.7,,29.9,72.8,60.8,33.2
2015,437,45.73,,42.02,57.47,74.21,35.3
2016,437,50.3,,43.7,67.4,110.7,46.1
2017,437,49.94,,41.25,70.74,134.94,45.5
2018,437,47.2,,42.3,66,,49.6
2019,437,58.1,,45,69.7,,37.3
2020,437,57.5,,47.1,79.6,59.1,39.3
2021,437,26.2,,17.6,32.2,25.2,24.2
2022,437,51,,40.7,67.6,97.9,39.9
2023,437,49.2,,32.3,78,80,37
2024,437,49.2,,34.7,74.8,77,34.5
2015,438,33.87,,37.83,55.61,71.16,31.1
2016,438,45.7,,44.5,76.3,81.3,44
2017,438,48.2,,37.1,64.23,92.04,37.5
2018,438,48.2,,43.4,70.4,103.5,41.8
2019,438,65.1,,47.2,88.6,138.3,43.4
2020,438,67.3,,46.9,84,165.1,47
2021,438,39.4,,24.3,32.5,46.2,21.6
2022,438,56.6,,43.6,84,110.4,47.9
2023,438,61.3,,40.8,82,75.5,51.6
2024,438,50.3,,33.4,60.7,109.7,40.5
2015,439,46.64,,46.22,65.13,63.06,41
2016,439,60,,48.9,,,54.1
2017,439,65.64,,47.81,76.33,,48.6
2018,439,65.6,,49.1,93,,48.6
2019,439,72.1,,55.6,86.6,164.1,59.1
2020,439,72.8,,53.4,96.3,125.9,55.8
2021,439,32.3,,21.7,29.1,32.6,16.7
2022,439,54,,43.1,65.9,63.2,42.7
2023,439,61.8,,48.7,76.6,49,51.3
2024,439,43.9,,29.9,54.7,58.6,39.8
2015,440,45.55,,47.42,65.47,59.97,43.5
2016,440,58.9,,47.6,83.5,82.6,50.1
2017,440,62.29,,46.33,71.64,82.44,48.6
2018,440,62.3,,46.3,68,,52.7
2019,440,62,,47.1,81.8,,38.7
2020,440,57.5,,48.8,82.4,105,41.3
2021,440,25.4,,26.1,35,,24
2022,440,62.7,,45.5,74.1,100,42
2023,440,50.4,,42.1,67.2,,42.7
2024,440,37.6,,29.1,36,53.9,36.8
2015,442,46.9,,40.09,57.33,87.99,41
2016,442,52.1,,45.6,59.8,104.9,47.1
2017,442,60.73,,46.17,66.84,90.45,53.5
2018,442,60.7,,46.2,67.5,86,45
2019,442,59.3,,46.8,84.3,92.2,33.6
2020,442,56.2,,41.9,76.5,90.1,38.7
2021,442,45,,30.9,56.2,50.3,26.1
2022,442,59.3,,47,71.1,115.7,41.6
2023,442,54.8,,43.1,61.1,79.8,64
2024,442,39.2,,29.5,44.1,57.1,39.7
2015,456,46.31,,42.17,65.68,108.54,41.2
2016,456,46.4,,35.9,59.2,103.9,34.1
2017,456,55.28,,34.75,61.91,105.22,46.7
2018,456,53.7,,42,71.9,108.8,43.3
2019,456,54.6,,54.5,67.1,104.7,53.6
2020,456,48.8,,32.3,74.9,104.9,36.4
2021,456,46.1,,23.5,59.8,58.8,37
2022,456,58.5,,43.5,85.4,120.6,37.3
2023,456,46.5,,39.8,64.2,84.9,36.1
2024,456,63.3,,37.3,75.9,108.9,39.3
2015,457,47.39,,37.91,71.95,104.97,39.5
2016,457,46.9,,35.3,66.3,107.2,32.1
2017,457,47.92,,36.58,61.57,101.49,39.9
2018,457,47.9,,41.2,68.7,111.6,39.8
2019,457,51.6,,47.9,77.6,113.5,51.7
2020,457,52.1,,32.2,78.5,124.3,37.5
2021,457,47,,25.7,58.3,76.3,30.3
2022,457,59.6,,47.3,82.6,119.8,48.3
2023,457,49.5,,44.3,70.8,89.5,33.5
2024,457,61.9,,40.8,90.7,112.4,51.6
2015,458,44.86,34.95,38.6,71.43,106.67,45
2016,458,50.3,,40.8,70.6,115.4,42.8
2017,458,54.91,,40.43,78.37,120.86,53.1
2018,458,55.6,,46.7,82.7,120.3,57
2019,458,66,,50,93,138.7,52.5
2020,458,59.7,,37.4,71.7,129.8,50
2021,458,47.9,,28,57,70.4,33.5
2022,458,69.8,,51.8,78.9,135.8,55.6
2023,458,51.7,,51.5,67.3,93.6,44.2
2024,458,71.1,,43.7,92.1,129.6,57.4
2015,459,46.6,,42.06,62.55,91.03,46.6
2016,459,49.4,,44,75.3,112.5,50.2
2017,459,44.19,,41.1,80.16,120.76,53.4
2018,459,50.1,,45.5,86.9,124.6,57.7
2019,459,63.8,,47,90.4,138.3,49.2
2020,459,51.7,,37.1,83.4,109.7,53.3
2021,459,33.4,,20.9,40.9,53.6,25.3
2022,459,61.8,,46.6,93.6,114.8,55
2023,459,55.1,,45.3,75.5,85,44.8
2024,459,68,,41,86.1,121,52.7
2015,460,39.43,,35.05,64.3,93.29,39.5
2016,460,47.4,,43.4,73.6,126.6,59.1
2017,460,53.95,,41.66,70.39,106.55,59.4
2018,460,50.1,,41.7,76.7,115.3,59.3
2019,460,52.9,,46.2,81.3,115.4,45.9
2020,460,52.9,,40.1,74.5,107.6,45.7
2021,460,38.5,,23.8,48.5,45.9,26.5
2022,460,67.3,,47.5,91.1,131.8,59.6
2023,460,56.6,,46,70.8,89.3,50.1
2024,460,58.5,,35.7,88,119.1,52.4
2015,461,36.61,,37.2,59.85,99.07,31.4
2016,461,42,,40.3,71.7,96.3,50.1
2017,461,43.65,,38.24,62.3,93.49,43.5
2018,461,43.7,,38.2,71,97.5,38
2019,461,51.1,,45.2,78.5,112.5,37.2
2020,461,49.7,,41.1,70.4,107.6,39.8
2021,461,36.1,,23.2,45.2,61.9,38
2022,461,59.5,,46.5,82,116.2,57.4
2023,461,51,,49.9,75.5,92.8,53.3
2024,461,62.6,,40.6,76.9,107.8,52.9
2015,463,46.09,,46.63,70.16,99.92,52
2016,463,47.7,,47,76.5,102.2,48.5
2017,463,51.4,,43.41,72.21,83.2,43.7
2018,463,45.5,,43.1,63.5,84.5,34
2019,463,46.6,,47.3,72.9,95.3,51.4
2020,463,50.5,,44.1,82.5,97.3,45.6
2021,463,25.7,,27,29.3,27.4,24.2
2022,463,52,,47.5,93.9,134,40
2023,463,46.7,,42.6,63.5,76.3,33.7
2024,463,45.7,,37.5,62.9,76.1,44.9
2015,464,44.74,,44.56,63.24,89.79,25.9
2016,464,55.2,,50.4,80.8,155.2,55.4
2017,464,54.2,,45.2,80.21,107.84,67.2
2018,464,45.6,,45.4,66,90.7,43
2019,464,64.3,,54.4,73.3,132.3,49.8
2020,464,73.8,,47.3,64.7,122,46.6
2021,464,36.2,,27.9,33.1,38.2,24.4
2022,464,70.5,,52.4,80.7,150.3,68.9
2023,464,72.2,,56.5,88.6,116.3,44.5
2024,464,56.3,,37.4,59.9,80.6,33.7
2015,466,47.09,,40.55,67.39,80.49,34.8
2016,466,49.9,,45.9,78,81.8,48
2017,466,54.75,,42.37,77.8,97.65,45.3
2018,466,50.1,,42.4,77.9,90,43.3
2019,466,39.2,,31.2,69,99.9,26.8
2020,466,51.4,,37.9,75.4,109.5,40.2
2021,466,24.4,,16.9,33,43.1,15.2
2022,466,53.2,,37.5,77.4,99.2,36.3
2023,466,52.3,,41.4,80.4,69.8,42.2
2024,466,50.8,,31.3,75.2,90.9,39.4
2015,467,44.85,,43.08,69.51,67.52,37.3
2016,467,46.4,,45.4,71.9,97.5,48.5
2017,467,48.04,,37.1,67.74,90.52,45.4
2018,467,44.5,,37.1,67.7,80,38.8
2019,467,42.4,,34.5,67.6,72,25.7
2020,467,44.7,,34.7,63.3,89.9,29.2
2021,467,20.8,,15.2,25.8,15.8,11.2
2022,467,60.9,,43.6,85.3,106.1,46.7
2023,467,40.5,,35.6,69.9,80,32.2
2024,467,40.2,,26.9,71.2,88.4,35.9
2015,468,46.39,,44.31,62.57,77.43,32.4
2016,468,57.7,,44.4,70.1,105.4,43
2017,468,52.77,,41.1,73.55,84.93,42.6
2018,468,53.8,,44.3,79,90,39.9
2019,468,60,,48.5,74.4,125.1,41.2
2020,468,60.9,,46.7,74.6,105.5,34.5
2021,468,30.8,,22.8,35.5,47.6,16.9
2022,468,62.3,,48.5,80.1,110.1,44.8
2023,468,63.8,,45.2,77.3,112.8,34.9
2024,468,47,,35.5,55.2,79.1,38.5
