Year,RM,Crop,Yield,Unit
2011,39,Canola,23.8,bu/ac
2012,39,Canola,26.5,bu/ac
2013,39,Canola,41,bu/ac
2014,39,Canola,40.45,bu/ac
2015,39,Canola,28.8,bu/ac
2016,39,Canola,46.6,bu/ac
2017,39,Canola,17.83,bu/ac
2018,39,Canola,31.6,bu/ac
2019,39,Canola,37.8,bu/ac
2020,39,Canola,40.7,bu/ac
2021,39,Canola,28.9,bu/ac
2022,39,Canola,30.3,bu/ac
2023,39,Canola,25.8,bu/ac
2024,39,Canola,11.1,bu/ac
2025,39,Canola,52.6,bu/ac
1994,40,Canola,15,bu/ac
1995,40,Canola,15,bu/ac
1996,40,Canola,15,bu/ac
1997,40,Canola,9.7,bu/ac
1998,40,Canola,14.5,bu/ac
1999,40,Canola,27.2,bu/ac
2000,40,Canola,22.7,bu/ac
2002,40,Canola,13.6,bu/ac
2003,40,Canola,8,bu/ac
2005,40,Canola,16,bu/ac
2006,40,Canola,7.1,bu/ac
2007,40,Canola,13.5,bu/ac
2009,40,Canola,25,bu/ac
2010,40,Canola,25.6,bu/ac
2011,40,Canola,24.7,bu/ac
2012,40,Canola,21.9,bu/ac
2013,40,Canola,27.6,bu/ac
2014,40,Canola,35.12,bu/ac
2015,40,Canola,26.86,bu/ac
2016,40,Canola,37.1,bu/ac
2017,40,Canola,11.57,bu/ac
2018,40,Canola,30,bu/ac
2019,40,Canola,29.9,bu/ac
2020,40,Canola,26.6,bu/ac
2021,40,Canola,20.6,bu/ac
2022,40,Canola,25.9,bu/ac
2023,40,Canola,18.8,bu/ac
2024,40,Canola,7.4,bu/ac
2025,40,Canola,44.2,bu/ac
1994,42,Canola,20,bu/ac
1995,42,Canola,18.9,bu/ac
1996,42,Canola,22,bu/ac
1997,42,Canola,17.4,bu/ac
1998,42,Canola,15.7,bu/ac
1999,42,Canola,25.7,bu/ac
2000,42,Canola,19.2,bu/ac
2001,42,Canola,14.8,bu/ac
2002,42,Canola,18,bu/ac
2003,42,Canola,10.5,bu/ac
2004,42,Canola,24.4,bu/ac
2005,42,Canola,21.5,bu/ac
2006,42,Canola,13.5,bu/ac
2007,42,Canola,8.5,bu/ac
2008,42,Canola,20,bu/ac
2009,42,Canola,24,bu/ac
2010,42,Canola,24.1,bu/ac
2011,42,Canola,22,bu/ac
2012,42,Canola,22.2,bu/ac
2013,42,Canola,35.5,bu/ac
2014,42,Canola,35.43,bu/ac
2015,42,Canola,37.93,bu/ac
2016,42,Canola,50.9,bu/ac
2017,42,Canola,14.91,bu/ac
2018,42,Canola,34,bu/ac
2019,42,Canola,37.6,bu/ac
2020,42,Canola,32.5,bu/ac
2021,42,Canola,13.6,bu/ac
2022,42,Canola,25.4,bu/ac
2023,42,Canola,27.4,bu/ac
2024,42,Canola,10.7,bu/ac
2025,42,Canola,25.6,bu/ac
1994,43,Canola,25,bu/ac
1995,43,Canola,20,bu/ac
1996,43,Canola,23.2,bu/ac
1997,43,Canola,18,bu/ac
1998,43,Canola,8.6,bu/ac
1999,43,Canola,17.5,bu/ac
2000,43,Canola,18,bu/ac
2001,43,Canola,20,bu/ac
2002,43,Canola,16,bu/ac
2003,43,Canola,11.6,bu/ac
2004,43,Canola,21.4,bu/ac
2006,43,Canola,20,bu/ac
2007,43,Canola,14,bu/ac
2008,43,Canola,15,bu/ac
2010,43,Canola,19.9,bu/ac
2011,43,Canola,17.4,bu/ac
2012,43,Canola,21.5,bu/ac
2013,43,Canola,30.3,bu/ac
2014,43,Canola,25.92,bu/ac
2015,43,Canola,20.48,bu/ac
2016,43,Canola,37.3,bu/ac
2017,43,Canola,9.49,bu/ac
2018,43,Canola,15.5,bu/ac
2019,43,Canola,18,bu/ac
2020,43,Canola,22.2,bu/ac
2021,43,Canola,6,bu/ac
2022,43,Canola,25.9,bu/ac
2023,43,Canola,11.8,bu/ac
2024,43,Canola,8,bu/ac
2025,43,Canola,18.1,bu/ac
1993,44,Canola,16,bu/ac
1994,44,Canola,15.4,bu/ac
1995,44,Canola,20,bu/ac
1996,44,Canola,17,bu/ac
1997,44,Canola,15.7,bu/ac
1998,44,Canola,16,bu/ac
1999,44,Canola,25,bu/ac
2000,44,Canola,25,bu/ac
2001,44,Canola,15,bu/ac
2003,44,Canola,8,bu/ac
2004,44,Canola,30,bu/ac
2005,44,Canola,16.1,bu/ac
2006,44,Canola,14,bu/ac
2007,44,Canola,5.5,bu/ac
2008,44,Canola,17.5,bu/ac
2009,44,Canola,23.4,bu/ac
2010,44,Canola,19,bu/ac
2011,44,Canola,21.1,bu/ac
2012,44,Canola,20,bu/ac
2013,44,Canola,32,bu/ac
2014,44,Canola,22.44,bu/ac
2015,44,Canola,37.74,bu/ac
2016,44,Canola,47.1,bu/ac
2017,44,Canola,17.56,bu/ac
2018,44,Canola,18,bu/ac
2019,44,Canola,35.5,bu/ac
2020,44,Canola,19.4,bu/ac
2022,44,Canola,17.3,bu/ac
2023,44,Canola,10.8,bu/ac
2024,44,Canola,10.3,bu/ac
2025,44,Canola,24.2,bu/ac
1993,45,Canola,30,bu/ac
1994,45,Canola,21.5,bu/ac
1995,45,Canola,13.9,bu/ac
1996,45,Canola,10.7,bu/ac
1997,45,Canola,9,bu/ac
1999,45,Canola,17.8,bu/ac
2002,45,Canola,13.9,bu/ac
2003,45,Canola,7.5,bu/ac
2004,45,Canola,14.6,bu/ac
2010,45,Canola,14.3,bu/ac
2011,45,Canola,14.8,bu/ac
2012,45,Canola,18.1,bu/ac
2015,45,Canola,32.5,bu/ac
2017,45,Canola,9.33,bu/ac
2018,45,Canola,30,bu/ac
2019,45,Canola,38.9,bu/ac
2020,45,Canola,24.4,bu/ac
2021,45,Canola,4,bu/ac
2022,45,Canola,11.4,bu/ac
2023,45,Canola,13.4,bu/ac
2024,45,Canola,13.5,bu/ac
2025,45,Canola,21,bu/ac
1994,46,Canola,20,bu/ac
1995,46,Canola,20,bu/ac
1996,46,Canola,15,bu/ac
1997,46,Canola,22.5,bu/ac
1998,46,Canola,15,bu/ac
1999,46,Canola,25.3,bu/ac
2012,46,Canola,13,bu/ac
2017,46,Canola,12.63,bu/ac
2019,46,Canola,36.9,bu/ac
2021,46,Canola,6,bu/ac
2022,46,Canola,15.4,bu/ac
2024,46,Canola,19.8,bu/ac
2025,46,Canola,24.6,bu/ac
1990,49,Canola,19,bu/ac
1992,49,Canola,22,bu/ac
1993,49,Canola,27,bu/ac
1994,49,Canola,18.5,bu/ac
1995,49,Canola,27.9,bu/ac
1996,49,Canola,24.4,bu/ac
1997,49,Canola,15,bu/ac
1998,49,Canola,21.8,bu/ac
1999,49,Canola,20.5,bu/ac
2000,49,Canola,17.8,bu/ac
2001,49,Canola,11.8,bu/ac
2002,49,Canola,23.1,bu/ac
2003,49,Canola,7.8,bu/ac
2004,49,Canola,17.2,bu/ac
2005,49,Canola,18.3,bu/ac
2007,49,Canola,12.1,bu/ac
2010,49,Canola,28,bu/ac
2011,49,Canola,18.9,bu/ac
2012,49,Canola,23.8,bu/ac
2013,49,Canola,42.8,bu/ac
2014,49,Canola,28.75,bu/ac
2015,49,Canola,28,bu/ac
2016,49,Canola,26.8,bu/ac
2017,49,Canola,17.52,bu/ac
2018,49,Canola,25,bu/ac
2019,49,Canola,33.9,bu/ac
2020,49,Canola,26.7,bu/ac
2021,49,Canola,18.3,bu/ac
2022,49,Canola,12.1,bu/ac
2023,49,Canola,12.7,bu/ac
2024,49,Canola,20.6,bu/ac
2025,49,Canola,35,bu/ac
1994,51,Canola,20,bu/ac
1995,51,Canola,18,bu/ac
1996,51,Canola,25,bu/ac
1997,51,Canola,18,bu/ac
1998,51,Canola,16,bu/ac
1999,51,Canola,20.5,bu/ac
2004,51,Canola,20,bu/ac
2005,51,Canola,17.7,bu/ac
2006,51,Canola,8.5,bu/ac
2007,51,Canola,8,bu/ac
2008,51,Canola,18,bu/ac
2009,51,Canola,13,bu/ac
2010,51,Canola,22.4,bu/ac
2011,51,Canola,22.5,bu/ac
2012,51,Canola,18.7,bu/ac
2013,51,Canola,29.2,bu/ac
2014,51,Canola,20.6,bu/ac
2015,51,Canola,15.67,bu/ac
2016,51,Canola,36,bu/ac
2017,51,Canola,14.48,bu/ac
2018,51,Canola,13.5,bu/ac
2019,51,Canola,19.5,bu/ac
2020,51,Canola,15.1,bu/ac
2021,51,Canola,4.6,bu/ac
2023,51,Canola,19,bu/ac
1990,61,Canola,23.2,bu/ac
1991,61,Canola,26.3,bu/ac
1992,61,Canola,19.4,bu/ac
1993,61,Canola,24,bu/ac
1994,61,Canola,20.7,bu/ac
1995,61,Canola,16.5,bu/ac
1996,61,Canola,26,bu/ac
1997,61,Canola,21.4,bu/ac
1998,61,Canola,21.3,bu/ac
1999,61,Canola,22.8,bu/ac
2000,61,Canola,27.6,bu/ac
2001,61,Canola,22.3,bu/ac
2002,61,Canola,24.6,bu/ac
2003,61,Canola,21.8,bu/ac
2004,61,Canola,23.1,bu/ac
2005,61,Canola,28.3,bu/ac
2006,61,Canola,25.3,bu/ac
2007,61,Canola,28.3,bu/ac
2008,61,Canola,34.4,bu/ac
2009,61,Canola,39.1,bu/ac
2010,61,Canola,29.2,bu/ac
2011,61,Canola,21.4,bu/ac
2012,61,Canola,24.8,bu/ac
2013,61,Canola,23.1,bu/ac
2014,61,Canola,22.25,bu/ac
2015,61,Canola,31.43,bu/ac
2016,61,Canola,33.6,bu/ac
2017,61,Canola,35.76,bu/ac
2018,61,Canola,34.6,bu/ac
2019,61,Canola,38.6,bu/ac
2020,61,Canola,40.6,bu/ac
2021,61,Canola,34.9,bu/ac
2022,61,Canola,38.8,bu/ac
2023,61,Canola,42.8,bu/ac
2024,61,Canola,39.5,bu/ac
2025,61,Canola,47.2,bu/ac
1990,63,Canola,21,bu/ac
1991,63,Canola,24.7,bu/ac
1992,63,Canola,25.8,bu/ac
1993,63,Canola,29,bu/ac
1994,63,Canola,22,bu/ac
1995,63,Canola,18.7,bu/ac
1996,63,Canola,23.2,bu/ac
1997,63,Canola,18.6,bu/ac
1998,63,Canola,21.6,bu/ac
1999,63,Canola,27,bu/ac
2000,63,Canola,22.3,bu/ac
2001,63,Canola,23.9,bu/ac
2002,63,Canola,23.1,bu/ac
2003,63,Canola,21.9,bu/ac
2004,63,Canola,20.7,bu/ac
2005,63,Canola,28.5,bu/ac
2006,63,Canola,25.4,bu/ac
2007,63,Canola,23.6,bu/ac
2008,63,Canola,30.1,bu/ac
2009,63,Canola,37.7,bu/ac
2010,63,Canola,25.8,bu/ac
2011,63,Canola,25.4,bu/ac
2012,63,Canola,26.8,bu/ac
2013,63,Canola,32.1,bu/ac
2014,63,Canola,28.74,bu/ac
2015,63,Canola,34.48,bu/ac
2016,63,Canola,38.5,bu/ac
2017,63,Canola,33.82,bu/ac
2018,63,Canola,39.4,bu/ac
2019,63,Canola,40,bu/ac
2020,63,Canola,46.3,bu/ac
2021,63,Canola,38.6,bu/ac
2022,63,Canola,44.6,bu/ac
2023,63,Canola,42,bu/ac
2024,63,Canola,41.1,bu/ac
2025,63,Canola,51.1,bu/ac
1990,64,Canola,20,bu/ac
1991,64,Canola,20,bu/ac
1992,64,Canola,30,bu/ac
1993,64,Canola,26.4,bu/ac
1994,64,Canola,22,bu/ac
1995,64,Canola,17.8,bu/ac
1996,64,Canola,21.8,bu/ac
1997,64,Canola,14.8,bu/ac
1998,64,Canola,16.9,bu/ac
1999,64,Canola,23,bu/ac
2000,64,Canola,26.7,bu/ac
2001,64,Canola,20.2,bu/ac
2002,64,Canola,27,bu/ac
2003,64,Canola,16.7,bu/ac
2004,64,Canola,22.3,bu/ac
2005,64,Canola,25.7,bu/ac
2006,64,Canola,24.4,bu/ac
2007,64,Canola,23.5,bu/ac
2008,64,Canola,24.5,bu/ac
2009,64,Canola,31.6,bu/ac
2010,64,Canola,34.3,bu/ac
2011,64,Canola,23.4,bu/ac
2012,64,Canola,28.7,bu/ac
2013,64,Canola,37,bu/ac
2014,64,Canola,37.1,bu/ac
2015,64,Canola,32.49,bu/ac
2016,64,Canola,37.9,bu/ac
2017,64,Canola,32.5,bu/ac
2018,64,Canola,38,bu/ac
2019,64,Canola,38.7,bu/ac
2020,64,Canola,39.7,bu/ac
2021,64,Canola,38.6,bu/ac
2022,64,Canola,39,bu/ac
2023,64,Canola,35.9,bu/ac
2024,64,Canola,38.3,bu/ac
2025,64,Canola,49.8,bu/ac
1990,65,Canola,20,bu/ac
1991,65,Canola,22,bu/ac
1992,65,Canola,28.1,bu/ac
1993,65,Canola,31.5,bu/ac
1994,65,Canola,20.2,bu/ac
1995,65,Canola,18.1,bu/ac
1996,65,Canola,25.4,bu/ac
1997,65,Canola,17.6,bu/ac
1998,65,Canola,20.6,bu/ac
1999,65,Canola,26.9,bu/ac
2000,65,Canola,36.9,bu/ac
2001,65,Canola,21.8,bu/ac
2002,65,Canola,17.2,bu/ac
2003,65,Canola,13.2,bu/ac
2004,65,Canola,26.5,bu/ac
2005,65,Canola,26.7,bu/ac
2006,65,Canola,22.6,bu/ac
2007,65,Canola,23.8,bu/ac
2008,65,Canola,21,bu/ac
2009,65,Canola,28.1,bu/ac
2010,65,Canola,37.7,bu/ac
2011,65,Canola,13.7,bu/ac
2012,65,Canola,30,bu/ac
2013,65,Canola,36,bu/ac
2014,65,Canola,23.58,bu/ac
2015,65,Canola,26.78,bu/ac
2016,65,Canola,34.1,bu/ac
2017,65,Canola,24.75,bu/ac
2018,65,Canola,33.6,bu/ac
2019,65,Canola,39.8,bu/ac
2020,65,Canola,42.4,bu/ac
2021,65,Canola,29,bu/ac
2022,65,Canola,42.1,bu/ac
2023,65,Canola,28.2,bu/ac
2024,65,Canola,33.9,bu/ac
2025,65,Canola,47.7,bu/ac
1990,66,Canola,15,bu/ac
1991,66,Canola,10,bu/ac
1992,66,Canola,20,bu/ac
1993,66,Canola,29.2,bu/ac
1994,66,Canola,23.4,bu/ac
1995,66,Canola,19.2,bu/ac
1996,66,Canola,26.6,bu/ac
1997,66,Canola,16.4,bu/ac
1998,66,Canola,20.1,bu/ac
1999,66,Canola,19,bu/ac
2000,66,Canola,25.3,bu/ac
2001,66,Canola,16.1,bu/ac
2002,66,Canola,17.9,bu/ac
2003,66,Canola,9.2,bu/ac
2004,66,Canola,21.7,bu/ac
2005,66,Canola,25.5,bu/ac
2006,66,Canola,19.9,bu/ac
2007,66,Canola,18.4,bu/ac
2008,66,Canola,22.2,bu/ac
2009,66,Canola,37.2,bu/ac
2010,66,Canola,28.9,bu/ac
2011,66,Canola,18.1,bu/ac
2012,66,Canola,22.1,bu/ac
2013,66,Canola,28.8,bu/ac
2014,66,Canola,26.62,bu/ac
2015,66,Canola,28.89,bu/ac
2016,66,Canola,39.5,bu/ac
2017,66,Canola,22.92,bu/ac
2018,66,Canola,31.5,bu/ac
2019,66,Canola,39,bu/ac
2020,66,Canola,38.6,bu/ac
2021,66,Canola,26.8,bu/ac
2022,66,Canola,43.6,bu/ac
2023,66,Canola,24.9,bu/ac
2024,66,Canola,29.8,bu/ac
2025,66,Canola,45.8,bu/ac
1993,67,Canola,30,bu/ac
1994,67,Canola,23,bu/ac
1995,67,Canola,23.1,bu/ac
1996,67,Canola,27,bu/ac
1997,67,Canola,9.4,bu/ac
1998,67,Canola,24.6,bu/ac
1999,67,Canola,24.6,bu/ac
2000,67,Canola,23.7,bu/ac
2001,67,Canola,20.4,bu/ac
2002,67,Canola,14.7,bu/ac
2003,67,Canola,7.6,bu/ac
2004,67,Canola,29.9,bu/ac
2005,67,Canola,27.7,bu/ac
2006,67,Canola,22.3,bu/ac
2007,67,Canola,27.5,bu/ac
2008,67,Canola,26.6,bu/ac
2009,67,Canola,33.6,bu/ac
2010,67,Canola,28.5,bu/ac
2011,67,Canola,18.9,bu/ac
2012,67,Canola,22.1,bu/ac
2013,67,Canola,37.9,bu/ac
2014,67,Canola,32.61,bu/ac
2015,67,Canola,27.13,bu/ac
2016,67,Canola,35.5,bu/ac
2017,67,Canola,19.96,bu/ac
2018,67,Canola,29.5,bu/ac
2019,67,Canola,30.2,bu/ac
2020,67,Canola,32.8,bu/ac
2021,67,Canola,20.6,bu/ac
2022,67,Canola,41.2,bu/ac
2023,67,Canola,29.8,bu/ac
2024,67,Canola,25.6,bu/ac
2025,67,Canola,44.7,bu/ac
1994,68,Canola,16,bu/ac
1995,68,Canola,15,bu/ac
1996,68,Canola,15,bu/ac
1997,68,Canola,8.3,bu/ac
1998,68,Canola,11.2,bu/ac
1999,68,Canola,20.3,bu/ac
2000,68,Canola,22.9,bu/ac
2001,68,Canola,23,bu/ac
2002,68,Canola,12.9,bu/ac
2003,68,Canola,12.4,bu/ac
2004,68,Canola,22.9,bu/ac
2005,68,Canola,25.5,bu/ac
2006,68,Canola,14.5,bu/ac
2007,68,Canola,20.6,bu/ac
2008,68,Canola,21.7,bu/ac
2009,68,Canola,27.1,bu/ac
2010,68,Canola,28.7,bu/ac
2011,68,Canola,15.5,bu/ac
2012,68,Canola,24.9,bu/ac
2013,68,Canola,38.3,bu/ac
2014,68,Canola,31.46,bu/ac
2015,68,Canola,25.7,bu/ac
2016,68,Canola,42.7,bu/ac
2017,68,Canola,17.01,bu/ac
2018,68,Canola,31.5,bu/ac
2019,68,Canola,27.7,bu/ac
2020,68,Canola,33,bu/ac
2021,68,Canola,21.5,bu/ac
2022,68,Canola,37.7,bu/ac
2023,68,Canola,26.3,bu/ac
2024,68,Canola,21,bu/ac
2025,68,Canola,44.1,bu/ac
1993,69,Canola,35,bu/ac
1994,69,Canola,18.4,bu/ac
1995,69,Canola,23.9,bu/ac
1996,69,Canola,22.6,bu/ac
1997,69,Canola,15,bu/ac
1998,69,Canola,23.2,bu/ac
1999,69,Canola,27.1,bu/ac
2000,69,Canola,20.1,bu/ac
2001,69,Canola,21.4,bu/ac
2002,69,Canola,30.7,bu/ac
2003,69,Canola,8.8,bu/ac
2004,69,Canola,26.3,bu/ac
2005,69,Canola,20.6,bu/ac
2006,69,Canola,16.7,bu/ac
2007,69,Canola,23.3,bu/ac
2008,69,Canola,24.1,bu/ac
2009,69,Canola,30.2,bu/ac
2010,69,Canola,30,bu/ac
2011,69,Canola,24.1,bu/ac
2012,69,Canola,20.7,bu/ac
2013,69,Canola,31.4,bu/ac
2014,69,Canola,27.82,bu/ac
2015,69,Canola,29.67,bu/ac
2016,69,Canola,37.6,bu/ac
2017,69,Canola,20.8,bu/ac
2018,69,Canola,24.9,bu/ac
2019,69,Canola,33,bu/ac
2020,69,Canola,37,bu/ac
2021,69,Canola,25.7,bu/ac
2022,69,Canola,33.7,bu/ac
2023,69,Canola,21.5,bu/ac
2024,69,Canola,15.6,bu/ac
2025,69,Canola,44.4,bu/ac
1993,70,Canola,20,bu/ac
1994,70,Canola,16.3,bu/ac
1995,70,Canola,19.4,bu/ac
1996,70,Canola,18.4,bu/ac
1997,70,Canola,17.9,bu/ac
1998,70,Canola,25.7,bu/ac
1999,70,Canola,31.8,bu/ac
2000,70,Canola,21,bu/ac
2001,70,Canola,23.2,bu/ac
2002,70,Canola,20.1,bu/ac
2003,70,Canola,10.1,bu/ac
2004,70,Canola,21.6,bu/ac
2005,70,Canola,28.5,bu/ac
2006,70,Canola,22.3,bu/ac
2007,70,Canola,16.8,bu/ac
2008,70,Canola,22.2,bu/ac
2009,70,Canola,33.5,bu/ac
2010,70,Canola,33.3,bu/ac
2011,70,Canola,25.2,bu/ac
2012,70,Canola,25.2,bu/ac
2013,70,Canola,31.3,bu/ac
2014,70,Canola,30.21,bu/ac
2015,70,Canola,32.81,bu/ac
2016,70,Canola,39.8,bu/ac
2017,70,Canola,16.86,bu/ac
2018,70,Canola,25,bu/ac
2019,70,Canola,34.1,bu/ac
2020,70,Canola,40.6,bu/ac
2021,70,Canola,24.2,bu/ac
2022,70,Canola,34.3,bu/ac
2023,70,Canola,27.3,bu/ac
2024,70,Canola,18.7,bu/ac
2025,70,Canola,41.9,bu/ac
1993,71,Canola,25,bu/ac
1994,71,Canola,25,bu/ac
1995,71,Canola,23.3,bu/ac
1996,71,Canola,25.9,bu/ac
1997,71,Canola,16.2,bu/ac
1998,71,Canola,26.4,bu/ac
1999,71,Canola,26,bu/ac
2000,71,Canola,31,bu/ac
2001,71,Canola,18.4,bu/ac
2002,71,Canola,26.5,bu/ac
2003,71,Canola,10.5,bu/ac
2004,71,Canola,32.2,bu/ac
2005,71,Canola,29,bu/ac
2006,71,Canola,19,bu/ac
2007,71,Canola,15.1,bu/ac
2008,71,Canola,25.9,bu/ac
2009,71,Canola,35.8,bu/ac
2010,71,Canola,31.3,bu/ac
2011,71,Canola,24.9,bu/ac
2012,71,Canola,26.5,bu/ac
2013,71,Canola,29.9,bu/ac
2014,71,Canola,30.47,bu/ac
2015,71,Canola,33.44,bu/ac
2016,71,Canola,40.1,bu/ac
2017,71,Canola,18.1,bu/ac
2018,71,Canola,26.5,bu/ac
2019,71,Canola,41,bu/ac
2020,71,Canola,34.2,bu/ac
2021,71,Canola,21.1,bu/ac
2022,71,Canola,34.7,bu/ac
2023,71,Canola,17.5,bu/ac
2024,71,Canola,9.7,bu/ac
2025,71,Canola,37.5,bu/ac
1994,72,Canola,23.3,bu/ac
1995,72,Canola,21,bu/ac
1996,72,Canola,21.6,bu/ac
1997,72,Canola,12,bu/ac
1998,72,Canola,18.5,bu/ac
1999,72,Canola,26.7,bu/ac
2000,72,Canola,31.1,bu/ac
2001,72,Canola,29,bu/ac
2002,72,Canola,18.9,bu/ac
2003,72,Canola,6.2,bu/ac
2004,72,Canola,27.9,bu/ac
2005,72,Canola,18.9,bu/ac
2006,72,Canola,13.9,bu/ac
2007,72,Canola,13.2,bu/ac
2008,72,Canola,23.4,bu/ac
2010,72,Canola,27.9,bu/ac
2011,72,Canola,27.8,bu/ac
2012,72,Canola,26.6,bu/ac
2013,72,Canola,38.6,bu/ac
2014,72,Canola,35.71,bu/ac
2015,72,Canola,31.94,bu/ac
2016,72,Canola,47.9,bu/ac
2017,72,Canola,24.84,bu/ac
2018,72,Canola,28.3,bu/ac
2019,72,Canola,43.4,bu/ac
2020,72,Canola,34.9,bu/ac
2021,72,Canola,14.2,bu/ac
2022,72,Canola,26.8,bu/ac
2023,72,Canola,17.9,bu/ac
2024,72,Canola,10.6,bu/ac
2025,72,Canola,28,bu/ac
1994,73,Canola,30,bu/ac
1995,73,Canola,18.4,bu/ac
1996,73,Canola,25,bu/ac
1997,73,Canola,9.9,bu/ac
1998,73,Canola,14.2,bu/ac
1999,73,Canola,28.1,bu/ac
2000,73,Canola,25.7,bu/ac
2001,73,Canola,25.2,bu/ac
2002,73,Canola,30,bu/ac
2003,73,Canola,8.3,bu/ac
2004,73,Canola,30,bu/ac
2005,73,Canola,26.7,bu/ac
2006,73,Canola,25.7,bu/ac
2007,73,Canola,17.7,bu/ac
2008,73,Canola,17.8,bu/ac
2009,73,Canola,27,bu/ac
2010,73,Canola,35.2,bu/ac
2011,73,Canola,32.9,bu/ac
2012,73,Canola,28.9,bu/ac
2013,73,Canola,35.3,bu/ac
2014,73,Canola,38.77,bu/ac
2015,73,Canola,36.82,bu/ac
2016,73,Canola,40.9,bu/ac
2017,73,Canola,24.44,bu/ac
2018,73,Canola,24.9,bu/ac
2019,73,Canola,39.8,bu/ac
2020,73,Canola,32.2,bu/ac
2021,73,Canola,7,bu/ac
2022,73,Canola,17.5,bu/ac
2023,73,Canola,15.9,bu/ac
2024,73,Canola,10.3,bu/ac
2025,73,Canola,25.6,bu/ac
1994,74,Canola,20,bu/ac
1995,74,Canola,15,bu/ac
1997,74,Canola,10.7,bu/ac
1998,74,Canola,18.6,bu/ac
1999,74,Canola,27.6,bu/ac
2000,74,Canola,25,bu/ac
2001,74,Canola,15.8,bu/ac
2002,74,Canola,20,bu/ac
2003,74,Canola,11.6,bu/ac
2007,74,Canola,10.6,bu/ac
2008,74,Canola,15,bu/ac
2009,74,Canola,13.5,bu/ac
2010,74,Canola,25.9,bu/ac
2011,74,Canola,27.2,bu/ac
2012,74,Canola,20.7,bu/ac
2013,74,Canola,33.5,bu/ac
2014,74,Canola,26.87,bu/ac
2015,74,Canola,35.17,bu/ac
2016,74,Canola,42.3,bu/ac
2017,74,Canola,24.66,bu/ac
2018,74,Canola,24.7,bu/ac
2019,74,Canola,34,bu/ac
2020,74,Canola,21.8,bu/ac
2021,74,Canola,5.2,bu/ac
2022,74,Canola,12.3,bu/ac
2023,74,Canola,12.3,bu/ac
2024,74,Canola,14.2,bu/ac
2025,74,Canola,30.1,bu/ac
1993,75,Canola,28,bu/ac
1994,75,Canola,18,bu/ac
1995,75,Canola,16,bu/ac
1996,75,Canola,15,bu/ac
1997,75,Canola,17.2,bu/ac
1998,75,Canola,13.5,bu/ac
1999,75,Canola,27.2,bu/ac
2000,75,Canola,21.6,bu/ac
2001,75,Canola,11.6,bu/ac
2002,75,Canola,21.6,bu/ac
2003,75,Canola,9.9,bu/ac
2004,75,Canola,33,bu/ac
2005,75,Canola,14.5,bu/ac
2006,75,Canola,13.9,bu/ac
2007,75,Canola,11.4,bu/ac
2008,75,Canola,14,bu/ac
2009,75,Canola,14,bu/ac
2010,75,Canola,32.5,bu/ac
2011,75,Canola,30.3,bu/ac
2012,75,Canola,23.7,bu/ac
2013,75,Canola,31.6,bu/ac
2014,75,Canola,29.74,bu/ac
2015,75,Canola,38.25,bu/ac
2016,75,Canola,48.3,bu/ac
2017,75,Canola,19.88,bu/ac
2018,75,Canola,24,bu/ac
2019,75,Canola,33.7,bu/ac
2020,75,Canola,27.6,bu/ac
2021,75,Canola,7.4,bu/ac
2022,75,Canola,14.6,bu/ac
2023,75,Canola,12.2,bu/ac
2024,75,Canola,13.7,bu/ac
2025,75,Canola,30.4,bu/ac
1994,76,Canola,17.8,bu/ac
1995,76,Canola,17.2,bu/ac
1997,76,Canola,18,bu/ac
1998,76,Canola,15.9,bu/ac
1999,76,Canola,19.5,bu/ac
2000,76,Canola,23.2,bu/ac
2001,76,Canola,10,bu/ac
2002,76,Canola,15,bu/ac
2003,76,Canola,10,bu/ac
2004,76,Canola,27.5,bu/ac
2005,76,Canola,20,bu/ac
2006,76,Canola,17,bu/ac
2007,76,Canola,10.7,bu/ac
2008,76,Canola,15,bu/ac
2009,76,Canola,15,bu/ac
2011,76,Canola,33.3,bu/ac
2012,76,Canola,25,bu/ac
2013,76,Canola,50,bu/ac
2014,76,Canola,33.5,bu/ac
2015,76,Canola,42.17,bu/ac
2016,76,Canola,46.1,bu/ac
2017,76,Canola,18.39,bu/ac
2018,76,Canola,15,bu/ac
2020,76,Canola,30.6,bu/ac
2021,76,Canola,7.3,bu/ac
2022,76,Canola,9,bu/ac
2023,76,Canola,13.8,bu/ac
2024,76,Canola,14.3,bu/ac
2025,76,Canola,36,bu/ac
1995,77,Canola,18,bu/ac
1996,77,Canola,11.4,bu/ac
1999,77,Canola,25.4,bu/ac
2002,77,Canola,13.1,bu/ac
2004,77,Canola,31.7,bu/ac
2005,77,Canola,34.8,bu/ac
2010,77,Canola,29,bu/ac
2011,77,Canola,26.4,bu/ac
2012,77,Canola,25.3,bu/ac
2013,77,Canola,38.6,bu/ac
2014,77,Canola,31.45,bu/ac
2015,77,Canola,36.87,bu/ac
2016,77,Canola,41.8,bu/ac
2017,77,Canola,20.62,bu/ac
2018,77,Canola,20.6,bu/ac
2019,77,Canola,35.5,bu/ac
2020,77,Canola,27.7,bu/ac
2021,77,Canola,5.9,bu/ac
2022,77,Canola,7,bu/ac
2023,77,Canola,8.8,bu/ac
2024,77,Canola,26.1,bu/ac
2025,77,Canola,33.8,bu/ac
1990,78,Canola,20,bu/ac
1991,78,Canola,18,bu/ac
1993,78,Canola,25,bu/ac
1994,78,Canola,18,bu/ac
1995,78,Canola,18,bu/ac
