Year	Municipality	Crop	Variety	Farms	Acres	Yield/Acre	(Metric)	Yield/Acre	(Imperial)
2020	GLENBORO-SOUTH CYPRESS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	GLENBORO-SOUTH CYPRESS	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	GLENBORO-SOUTH CYPRESS	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	GLENBORO-SOUTH CYPRESS	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	AAC BRANDON (BW 932)	43	28,011.0	1.726	Tonnes	63.4	Bushels
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	AAC ELIE(BW931)	6	2,649.0	1.623	Tonnes	59.6	Bushels
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	8	2,109.0	1.782	Tonnes	65.5	Bushels
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	GLENELLA-LANSDOWNE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	GRAHAMDALE	RED SPRING WHEAT	AAC BRANDON (BW 932)	7	3,955.0	1.296	Tonnes	47.6	Bushels
2020	GRAHAMDALE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	4	1,173.0	1.136	Tonnes	41.7	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	AAC BRANDON (BW 932)	40	15,079.0	1.868	Tonnes	68.6	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	4	1,475.0	1.901	Tonnes	69.9	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	AAC ELIE(BW931)	4	1,415.0	1.792	Tonnes	65.8	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	AAC REDBERRY	12	7,574.0	1.930	Tonnes	70.9	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	AAC REDWATER (PT457)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	23	9,185.0	1.990	Tonnes	73.1	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	AAC W1876 |BW957|	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	AC DOMAIN (BW 148)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	AC SPLENDOR (BW 191)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	BOLLES <SEED DEPOT>	7	1,265.0	1.929	Tonnes	70.9	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	CARDALE (BW429)	5	1,030.0	1.860	Tonnes	68.4	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	4	580.0	1.806	Tonnes	66.3	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	10	3,751.0	1.705	Tonnes	62.7	Bushels
2020	GRANDVIEW	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	KANE (BW342)	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	GRANDVIEW	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	AAC BRANDON (BW 932)	82	36,916.0	1.675	Tonnes	61.5	Bushels
2020	GRASSLAND	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	AAC ELIE(BW931)	10	4,698.0	1.664	Tonnes	61.2	Bushels
2020	GRASSLAND	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	AAC REDBERRY	5	1,657.0	1.486	Tonnes	54.6	Bushels
2020	GRASSLAND	RED SPRING WHEAT	AAC RUSSELL <FP GENETICS>	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	AAC STARBUCK <SECAN>	3	1,504.0	1.495	Tonnes	54.9	Bushels
2020	GRASSLAND	RED SPRING WHEAT	AAC TISDALE (PT250)	3	1,230.0	1.434	Tonnes	52.7	Bushels
2020	GRASSLAND	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	7	4,078.0	1.319	Tonnes	48.5	Bushels
2020	GRASSLAND	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	CARDALE (BW429)	3	1,622.0	1.266	Tonnes	46.5	Bushels
2020	GRASSLAND	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2020	GRASSLAND	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	GREY	RED SPRING WHEAT	AAC BRANDON (BW 932)	57	19,876.0	1.952	Tonnes	71.7	Bushels
2020	GREY	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	GREY	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	GREY	RED SPRING WHEAT	AAC TISDALE (PT250)	4	583.0	1.741	Tonnes	64.0	Bushels
2020	GREY	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	6	4,160.0	1.811	Tonnes	66.5	Bushels
2020	GREY	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	GREY	RED SPRING WHEAT	CARDALE (BW429)	6	1,138.0	1.776	Tonnes	65.3	Bushels
2020	GREY	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	AAC BRANDON (BW 932)	28	11,397.0	1.722	Tonnes	63.3	Bushels
2020	HAMIOTA	RED SPRING WHEAT	AAC ELIE(BW931)	3	987.0	1.660	Tonnes	61.0	Bushels
2020	HAMIOTA	RED SPRING WHEAT	AAC REDBERRY	9	1,608.0	1.502	Tonnes	55.2	Bushels
2020	HAMIOTA	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	35	12,699.0	1.445	Tonnes	53.1	Bushels
2020	HAMIOTA	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	BW 5044	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	CDC LANDMARK	4	2,530.0	2.074	Tonnes	76.2	Bushels
2020	HAMIOTA	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	HAMIOTA	RED SPRING WHEAT	MUCHMORE (BW875)	Below	Minimum	Tolerance	 	 	 
2020	HANOVER	RED SPRING WHEAT	AAC BRANDON (BW 932)	34	9,060.0	1.891	Tonnes	69.5	Bushels
2020	HANOVER	RED SPRING WHEAT	AAC ELIE(BW931)	3	522.0	1.774	Tonnes	65.2	Bushels
2020	HANOVER	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	HANOVER	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	HANOVER	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	AAC BRANDON (BW 932)	20	6,381.0	1.565	Tonnes	57.5	Bushels
2020	HARRISON PARK	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	AAC ELIE(BW931)	3	550.0	1.240	Tonnes	45.6	Bushels
2020	HARRISON PARK	RED SPRING WHEAT	AAC REDBERRY	26	8,721.0	1.543	Tonnes	56.7	Bushels
2020	HARRISON PARK	RED SPRING WHEAT	AAC REDWATER (PT457)	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	16	4,040.0	1.542	Tonnes	56.6	Bushels
2020	HARRISON PARK	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	AC DOMAIN (BW 148)	3	607.0	0.793	Tonnes	29.1	Bushels
2020	HARRISON PARK	RED SPRING WHEAT	AC INTREPID (BW 693)	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	AC SPLENDOR (BW 191)	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	CDC TITANIUM <PROVEN>	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	HARRISON PARK	RED SPRING WHEAT	WR859 CL (BW859)	Below	Minimum	Tolerance	 	 	 
2020	HEADINGLEY	RED SPRING WHEAT	AAC BRANDON (BW 932)	8	2,971.0	1.959	Tonnes	72.0	Bushels
2020	HEADINGLEY	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	HEADINGLEY	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	5604HR CL (BW 878)	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	AAC BRANDON (BW 932)	20	9,436.0	1.975	Tonnes	72.6	Bushels
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	AAC REDBERRY	5	1,501.0	1.658	Tonnes	60.9	Bushels
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	22	9,653.0	1.987	Tonnes	73.0	Bushels
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	AC INTREPID (BW 693)	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	BOLLES <SEED DEPOT>	5	2,214.0	1.830	Tonnes	67.3	Bushels
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	3	3,134.0	1.861	Tonnes	68.4	Bushels
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	KANE (BW342)	Below	Minimum	Tolerance	 	 	 
2020	HILLSBURG-ROBLIN-SHELL RIVER	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	KELSEY	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2020	KELSEY	RED SPRING WHEAT	AAC REDBERRY	6	3,205.0	1.243	Tonnes	45.7	Bushels
2020	KELSEY	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	4	3,307.0	1.257	Tonnes	46.2	Bushels
2020	KELSEY	RED SPRING WHEAT	AC DOMAIN (BW 148)	Below	Minimum	Tolerance	 	 	 
2020	KELSEY	RED SPRING WHEAT	CARDALE (BW429)	3	1,697.0	0.768	Tonnes	28.2	Bushels
2020	KELSEY	RED SPRING WHEAT	CDC LANDMARK	7	5,222.0	0.904	Tonnes	33.2	Bushels
2020	KELSEY	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	3	910.0	0.909	Tonnes	33.4	Bushels
2020	KELSEY	RED SPRING WHEAT	CDC TEAL (BW 616)	Below	Minimum	Tolerance	 	 	 
2020	KELSEY	RED SPRING WHEAT	HARVEST (BW259)	Below	Minimum	Tolerance	 	 	 
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC BRANDON (BW 932)	55	31,668.0	1.807	Tonnes	66.4	Bushels
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	8	3,125.0	1.842	Tonnes	67.7	Bushels
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC ELIE(BW931)	3	995.0	1.798	Tonnes	66.1	Bushels
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC JATHARIA VB <SECAN> |BW483|	Below	Minimum	Tolerance	 	 	 
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC MAGNET |BW 1045, BJ14*A01135|	Below	Minimum	Tolerance	 	 	 
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC REDBERRY	7	3,737.0	1.810	Tonnes	66.5	Bushels
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	3	1,337.0	1.507	Tonnes	55.4	Bushels
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	9	3,138.0	1.640	Tonnes	60.3	Bushels
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	MUCHMORE (BW875)	Below	Minimum	Tolerance	 	 	 
2020	KILLARNEY-TURTLE MTN	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	LA BROQUERIE	RED SPRING WHEAT	AAC BRANDON (BW 932)	6	1,211.0	1.242	Tonnes	45.6	Bushels
2020	LA BROQUERIE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	LAC DU BONNET	RED SPRING WHEAT	AAC BRANDON (BW 932)	12	5,280.0	1.675	Tonnes	61.6	Bushels
2020	LAC DU BONNET	RED SPRING WHEAT	AAC ELIE(BW931)	4	1,710.0	2.281	Tonnes	83.8	Bushels
2020	LAC DU BONNET	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	5	558.0	2.141	Tonnes	78.7	Bushels
2020	LAC DU BONNET	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	LAC DU BONNET	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	LAC DU BONNET	RED SPRING WHEAT	GLENN	4	1,033.0	2.243	Tonnes	82.4	Bushels
2020	LAKESHORE	RED SPRING WHEAT	AAC BRANDON (BW 932)	28	11,365.0	1.733	Tonnes	63.7	Bushels
2020	LAKESHORE	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2020	LAKESHORE	RED SPRING WHEAT	AAC TISDALE (PT250)	4	1,311.0	1.417	Tonnes	52.0	Bushels
2020	LAKESHORE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	3	1,618.0	1.790	Tonnes	65.8	Bushels
2020	LAKESHORE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	LAKESHORE	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	LAKESHORE	RED SPRING WHEAT	CARDALE (BW429)	3	2,155.0	1.357	Tonnes	49.9	Bushels
2020	LAKESHORE	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	LORNE	RED SPRING WHEAT	AAC BAILEY (BW901)	Below	Minimum	Tolerance	 	 	 
2020	LORNE	RED SPRING WHEAT	AAC BRANDON (BW 932)	112	37,936.0	1.950	Tonnes	71.6	Bushels
2020	LORNE	RED SPRING WHEAT	AAC ELIE(BW931)	6	1,739.0	1.809	Tonnes	66.5	Bushels
2020	LORNE	RED SPRING WHEAT	AAC REDBERRY	3	1,013.0	1.746	Tonnes	64.2	Bushels
2020	LORNE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	3	532.0	2.060	Tonnes	75.7	Bushels
2020	LORNE	RED SPRING WHEAT	AAC TISDALE (PT250)	10	1,831.0	1.682	Tonnes	61.8	Bushels
2020	LORNE	RED SPRING WHEAT	CARDALE (BW429)	8	2,524.0	1.643	Tonnes	60.4	Bushels
2020	LORNE	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	LORNE	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2020	LORNE	RED SPRING WHEAT	CDC TITANIUM <PROVEN>	Below	Minimum	Tolerance	 	 	 
2020	LORNE	RED SPRING WHEAT	CDC VR MORRIS (BW423)	Below	Minimum	Tolerance	 	 	 
2020	LORNE	RED SPRING WHEAT	HARVEST (BW259)	3	1,045.0	1.753	Tonnes	64.4	Bushels
2020	LORNE	RED SPRING WHEAT	PT599 <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	AAC BRANDON (BW 932)	101	43,376.0	1.986	Tonnes	73.0	Bushels
2020	LOUISE	RED SPRING WHEAT	AAC ELIE(BW931)	4	1,293.0	1.775	Tonnes	65.2	Bushels
2020	LOUISE	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	AAC REDBERRY	14	2,965.0	1.777	Tonnes	65.3	Bushels
2020	LOUISE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	LOUISE	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	AAC BRANDON (BW 932)	115	55,103.6	1.949	Tonnes	71.6	Bushels
2020	MACDONALD	RED SPRING WHEAT	AAC ELIE(BW931)	5	847.0	2.035	Tonnes	74.8	Bushels
2020	MACDONALD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	5	1,262.0	2.181	Tonnes	80.1	Bushels
2020	MACDONALD	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	16	4,563.0	2.113	Tonnes	77.6	Bushels
2020	MACDONALD	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	4	863.0	2.041	Tonnes	75.0	Bushels
2020	MACDONALD	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	MACDONALD	RED SPRING WHEAT	WR859 CL (BW859)	Below	Minimum	Tolerance	 	 	 
2020	MCCREARY	RED SPRING WHEAT	AAC BRANDON (BW 932)	23	12,056.0	1.557	Tonnes	57.2	Bushels
2020	MCCREARY	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	MCCREARY	RED SPRING WHEAT	AAC TISDALE (PT250)	6	955.0	1.321	Tonnes	48.5	Bushels
2020	MCCREARY	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2020	MCCREARY	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	MCCREARY	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	MCCREARY	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2020	MCCREARY	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AAC BRANDON (BW 932)	19	9,606.0	1.976	Tonnes	72.6	Bushels
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AAC CONNERY |PT245|	3	1,185.0	1.876	Tonnes	68.9	Bushels
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AAC REDBERRY	10	1,597.0	1.620	Tonnes	59.5	Bushels
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AAC REDWATER (PT457)	Below	Minimum	Tolerance	 	 	 
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	64	28,807.0	2.083	Tonnes	76.6	Bushels
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	AC SPLENDOR (BW 191)	Below	Minimum	Tolerance	 	 	 
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	CARDALE (BW429)	12	4,776.0	1.850	Tonnes	68.0	Bushels
2020	MINITONAS-BOWSMAN	RED SPRING WHEAT	MUCHMORE (BW875)	Below	Minimum	Tolerance	 	 	 
2020	MINTO-ODANAH	RED SPRING WHEAT	5604HR CL (BW 878)	Below	Minimum	Tolerance	 	 	 
2020	MINTO-ODANAH	RED SPRING WHEAT	5605HR CL (BW918)	Below	Minimum	Tolerance	 	 	 
2020	MINTO-ODANAH	RED SPRING WHEAT	AAC BRANDON (BW 932)	41	20,136.0	1.647	Tonnes	60.5	Bushels
2020	MINTO-ODANAH	RED SPRING WHEAT	AAC ELIE(BW931)	4	1,013.0	1.643	Tonnes	60.4	Bushels
2020	MINTO-ODANAH	RED SPRING WHEAT	AAC REDBERRY	9	3,297.0	1.492	Tonnes	54.8	Bushels
2020	MINTO-ODANAH	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2020	MINTO-ODANAH	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	10	5,470.0	1.628	Tonnes	59.8	Bushels
2020	MINTO-ODANAH	RED SPRING WHEAT	BOLLES <SEED DEPOT>	3	1,388.0	1.490	Tonnes	54.8	Bushels
2020	MINTO-ODANAH	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2020	MINTO-ODANAH	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2020	MINTO-ODANAH	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2020	MONTCALM	RED SPRING WHEAT	AAC BRANDON (BW 932)	60	18,390.0	1.853	Tonnes	68.1	Bushels
2020	MONTCALM	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2020	MONTCALM	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2020	MONTCALM	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	4	1,250.0	1.937	Tonnes	71.2	Bushels
2020	MONTCALM	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2020	MONTCALM	RED SPRING WHEAT	SHELLY	Below	Minimum	Tolerance	 	 	 
2020	MORRIS	RED SPRING WHEAT	AAC BRANDON (BW 932)	110	39,754.1	1.817	Tonnes	66.8	Bushels
2020	MORRIS	RED SPRING WHEAT	AAC ELIE(BW931)	4	1,029.0	1.868	Tonnes	68.6	Bushels
